xenbase_gene_id,S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A
XB-GENE-22201041,0,0,0,0,0,0
XB-GENE-22201328,27,9,13,4,24,20
XB-GENE-22251718,1070,640,886,663,873,1346
XB-GENE-22252020,409,217,200,239,299,293
XB-GENE-22252021,263,97,94,147,205,171
XB-GENE-25874523,216,122,122,144,179,181
XB-GENE-25874543,1,7,2,1,2,1
XB-GENE-25874649,4,8,1,5,7,0
XB-GENE-25874696,47,17,24,25,21,27
XB-GENE-4594195,104,55,105,61,76,172
XB-GENE-4751928,0,0,0,0,0,0
XB-GENE-4752373,4,2,2,1,3,8
XB-GENE-4755068,254,154,257,180,237,341
XB-GENE-4755769,40,18,23,27,22,29
XB-GENE-4757294,55,35,53,42,42,88
XB-GENE-4757367,69,34,40,43,36,66
XB-GENE-478088,7,2,5,3,5,8
XB-GENE-478125,2783,1459,1696,1777,2041,2163
XB-GENE-478359,0,0,0,0,0,32
XB-GENE-478530,1,0,0,3,7,15
XB-GENE-478643,12,8,19,18,10,27
XB-GENE-478676,252,169,203,161,149,250
XB-GENE-478732,551,195,364,391,323,666
XB-GENE-478756,245,135,177,165,198,290
XB-GENE-478765,20,16,16,32,15,42
XB-GENE-478775,0,0,1,0,0,1
XB-GENE-478863,2,2,1,2,3,9
XB-GENE-478885,1,3,0,0,2,0
XB-GENE-478934,37,19,35,22,38,43
XB-GENE-479031,74,47,70,24,48,186
XB-GENE-479040,971,528,633,639,625,1153
XB-GENE-479050,195,54,68,80,90,161
XB-GENE-479068,14,4,1,2,4,2
XB-GENE-479097,858,450,622,574,701,973
XB-GENE-479158,35,17,24,21,13,60
XB-GENE-479195,33,27,18,40,44,103
XB-GENE-479259,167,78,159,95,135,192
XB-GENE-479283,93,19,21,36,27,57
XB-GENE-479385,56,22,26,37,33,47
XB-GENE-479433,2,2,3,2,3,8
XB-GENE-479443,95,25,43,53,30,89
XB-GENE-479500,314,201,265,263,280,395
XB-GENE-479516,1959,1016,1012,1414,1419,1652
XB-GENE-479542,1,0,0,0,0,0
XB-GENE-479764,289,177,226,192,219,355
XB-GENE-479955,92,35,52,35,46,75
XB-GENE-480022,6,2,5,6,1,9
XB-GENE-480233,324,178,290,256,302,423
XB-GENE-480282,38,13,22,16,13,27
XB-GENE-480298,1,1,3,5,0,4
XB-GENE-480490,3,3,6,2,5,30
XB-GENE-480519,1,1,0,0,1,2
XB-GENE-480548,20,10,7,10,12,8
XB-GENE-480612,7,3,3,5,6,21
XB-GENE-480674,1428,471,618,1021,841,1253
XB-GENE-480721,2,1,3,0,3,10
XB-GENE-480822,449,224,223,281,309,360
XB-GENE-480859,428,202,233,226,266,369
XB-GENE-480869,5,2,0,6,0,0
XB-GENE-481129,7239,3956,3572,4579,5127,4933
XB-GENE-481302,2851,1834,2117,1821,2176,2419
XB-GENE-481311,391,187,315,249,246,362
XB-GENE-481527,392,137,165,232,179,307
XB-GENE-481534,755,320,336,399,487,560
XB-GENE-481563,0,0,0,0,1,1
XB-GENE-481582,6,4,21,5,4,23
XB-GENE-481619,217,121,167,137,215,204
XB-GENE-481684,0,0,0,0,0,0
XB-GENE-481770,356,159,140,209,241,335
XB-GENE-481788,0,0,0,0,0,0
XB-GENE-481833,35,7,15,16,16,33
XB-GENE-481843,2,1,0,1,1,0
XB-GENE-481920,227,145,161,162,233,342
XB-GENE-482006,103,42,63,60,109,188
XB-GENE-482015,922,497,659,576,695,857
XB-GENE-482081,595,1000,1415,596,750,645
XB-GENE-482137,615,156,287,250,261,464
XB-GENE-482147,5279,2274,2270,2566,3077,3000
XB-GENE-482155,468,275,298,273,331,418
XB-GENE-482180,5,1,5,3,4,9
XB-GENE-482213,4394,1911,3057,4479,4183,6266
XB-GENE-482476,19,5,11,8,11,32
XB-GENE-482496,0,0,8,0,0,48
XB-GENE-482515,3523,834,652,1907,1355,1953
XB-GENE-482532,108,80,98,61,73,137
XB-GENE-482570,11,4,4,1,7,15
XB-GENE-482658,4,1,0,7,9,51
XB-GENE-482706,157,56,92,78,76,156
XB-GENE-482725,56,25,33,29,49,66
XB-GENE-482735,0,0,1,3,13,9
XB-GENE-482744,2,2,7,1,6,27
XB-GENE-482754,747,334,405,498,660,621
XB-GENE-482791,13,1,42,202,433,1127
XB-GENE-482845,2,7,8,4,8,16
XB-GENE-482870,1,0,0,0,0,0
XB-GENE-482980,1090,424,511,564,493,882
XB-GENE-483062,723,434,404,499,489,509
XB-GENE-483089,25,12,26,17,32,40
XB-GENE-483140,432,228,228,278,305,417
XB-GENE-483178,0,0,3,0,2,4
XB-GENE-483301,258,132,155,129,231,232
XB-GENE-483319,35,17,14,24,21,41
XB-GENE-483348,1153,467,652,656,1058,764
XB-GENE-483413,28,21,28,20,26,28
XB-GENE-483422,82,22,16,71,41,169
XB-GENE-483449,72,31,60,24,34,87
XB-GENE-483568,185,92,122,128,132,217
XB-GENE-483707,0,0,0,0,0,0
XB-GENE-483725,329,183,267,194,313,327
XB-GENE-483735,105,16,22,94,38,152
XB-GENE-483754,361,167,219,222,234,340
XB-GENE-483836,447,220,279,282,362,432
XB-GENE-483908,231,104,126,125,124,197
XB-GENE-483964,0,0,0,0,0,1
XB-GENE-484007,1721,991,1109,1155,1418,1771
XB-GENE-484172,933,557,576,607,734,873
XB-GENE-484201,1788,666,925,1022,1058,1381
XB-GENE-484252,74,42,54,62,54,71
XB-GENE-484336,0,2,3,0,4,10
XB-GENE-484361,414,223,326,248,363,405
XB-GENE-484420,626,266,233,488,396,444
XB-GENE-484499,234,84,119,61,64,133
XB-GENE-484615,3993,1727,1991,2385,1856,3314
XB-GENE-484699,78,39,52,38,58,85
XB-GENE-484809,3,1,1,0,0,0
XB-GENE-484819,53,18,14,22,45,120
XB-GENE-484939,206,91,106,144,116,139
XB-GENE-484957,46,11,30,26,25,59
XB-GENE-485020,83,28,48,50,45,81
XB-GENE-485039,21,10,19,24,12,34
XB-GENE-485077,6,2,9,3,11,10
XB-GENE-485151,279,113,247,217,112,299
XB-GENE-485208,2,0,3,11,31,71
XB-GENE-485224,90,131,299,34,72,275
XB-GENE-485256,32,0,14,11,4,27
XB-GENE-485265,18,0,7,12,5,7
XB-GENE-485331,2,1,3,0,4,1
XB-GENE-485341,401,182,173,212,239,272
XB-GENE-485445,10,10,82,0,2,307
XB-GENE-485471,648,428,624,442,466,665
XB-GENE-485511,318,105,101,119,153,202
XB-GENE-485630,0,0,0,0,0,0
XB-GENE-485647,170,157,194,271,284,609
XB-GENE-485656,0,0,0,0,0,1
XB-GENE-485786,322,183,232,251,250,375
XB-GENE-485796,8,6,2,13,42,42
XB-GENE-485811,45,16,24,24,45,48
XB-GENE-485877,529,158,143,327,260,335
XB-GENE-485979,15,2,2,2,4,7
XB-GENE-486018,757,826,1462,650,983,1250
XB-GENE-486166,0,0,1,0,0,0
XB-GENE-486300,0,0,0,0,0,28
XB-GENE-486365,2520,1133,1457,1323,2378,1747
XB-GENE-486476,0,1,0,0,1,1
XB-GENE-486580,3843,1941,2290,2221,2405,3441
XB-GENE-486805,4,0,11,9,15,71
XB-GENE-486869,301,139,142,160,172,212
XB-GENE-486879,1706,644,781,1211,859,1494
XB-GENE-486919,0,1,5,18,77,133
XB-GENE-486929,53,22,42,36,68,227
XB-GENE-487006,1,0,3,2,3,12
XB-GENE-487128,1405,607,637,902,783,1212
XB-GENE-487182,0,0,1,0,4,4
XB-GENE-487204,6840,3315,3704,4635,4517,5866
XB-GENE-487224,109,34,37,60,59,89
XB-GENE-487283,223,129,159,164,196,254
XB-GENE-487356,68,37,29,87,82,88
XB-GENE-487398,21,9,7,13,16,24
XB-GENE-487424,225,95,132,157,148,274
XB-GENE-487452,37,12,20,23,28,45
XB-GENE-487462,3,0,0,1,0,0
XB-GENE-487485,0,1,0,0,0,0
XB-GENE-487503,0,0,1,0,0,5
XB-GENE-487587,6,3,2,7,9,13
XB-GENE-487596,503,173,221,278,175,329
XB-GENE-487606,0,0,0,0,0,0
XB-GENE-487815,0,0,0,0,1,0
XB-GENE-488018,85,53,63,54,67,80
XB-GENE-488091,3,4,13,10,15,16
XB-GENE-488203,33,3,11,11,13,31
XB-GENE-488506,1927,970,1703,1947,1771,3421
XB-GENE-488762,2025,709,721,1072,1097,1205
XB-GENE-488983,109,32,44,53,50,130
XB-GENE-489002,483,243,361,316,400,532
XB-GENE-489012,215,97,103,164,110,212
XB-GENE-489022,552,322,325,362,416,497
XB-GENE-489031,100,41,54,63,54,112
XB-GENE-489145,625,299,339,424,489,535
XB-GENE-489321,0,0,0,0,0,0
XB-GENE-489330,0,0,1,1,1,2
XB-GENE-489401,4690,2691,3034,3147,3608,4092
XB-GENE-489582,508,289,378,447,400,455
XB-GENE-489638,2910,1386,1867,2078,2267,3247
XB-GENE-489662,2648,1475,1549,1940,2454,2621
XB-GENE-489815,82,68,138,70,125,265
XB-GENE-489824,470,266,535,435,375,670
XB-GENE-489856,1077,609,572,695,832,921
XB-GENE-489921,50,46,34,39,26,98
XB-GENE-489959,120,53,89,83,108,199
XB-GENE-490003,64,40,51,29,35,79
XB-GENE-490059,1,1,1,1,1,1
XB-GENE-490164,798,504,490,467,577,672
XB-GENE-490228,178,72,102,75,83,184
XB-GENE-490382,1846,1725,1799,1860,2706,2983
XB-GENE-490395,495,358,366,334,489,626
XB-GENE-490414,1116,583,965,817,735,1317
XB-GENE-490424,17,10,14,9,22,12
XB-GENE-490457,76,34,38,55,50,71
XB-GENE-490528,562,307,391,424,499,609
XB-GENE-490549,1995,1222,1327,1545,1684,1887
XB-GENE-490591,193,102,181,124,169,220
XB-GENE-490821,3158,1472,1842,2233,2300,3451
XB-GENE-490905,43,5,8,44,48,168
XB-GENE-490939,293,122,211,124,228,213
XB-GENE-490949,640,368,640,479,561,1328
XB-GENE-490997,6214,2477,3134,3391,3861,5557
XB-GENE-491025,0,0,6,0,0,18
XB-GENE-491108,723,360,365,470,569,726
XB-GENE-491143,290,137,167,157,207,239
XB-GENE-491178,733,383,538,446,492,730
XB-GENE-491342,267,127,160,189,177,257
XB-GENE-491437,139,71,89,66,105,134
XB-GENE-491484,152,66,73,114,101,194
XB-GENE-491557,880,396,574,635,541,938
XB-GENE-491585,2894,1058,1260,1523,1501,1870
XB-GENE-491612,156,76,79,127,135,190
XB-GENE-491658,39,25,28,28,35,39
XB-GENE-491690,1320,796,758,921,1131,1174
XB-GENE-491737,217,100,75,108,109,149
XB-GENE-491906,285,192,306,223,274,475
XB-GENE-491924,97,67,107,61,91,181
XB-GENE-491942,2,3,3,3,5,8
XB-GENE-491969,108,55,157,65,83,160
XB-GENE-492039,106,36,32,59,42,143
XB-GENE-492100,396,165,183,296,241,444
XB-GENE-492170,1776,999,1086,1234,1486,1871
XB-GENE-492230,979,518,587,632,797,985
XB-GENE-492319,427,187,227,320,320,360
XB-GENE-492329,791,338,454,477,545,674
XB-GENE-492438,504,380,458,380,605,602
XB-GENE-492538,104,47,57,47,69,86
XB-GENE-492604,22,20,29,51,61,102
XB-GENE-492785,45169,14294,17452,28150,22786,32332
XB-GENE-492860,604,270,255,403,446,438
XB-GENE-492927,0,0,1,0,1,1
XB-GENE-493141,2570,860,1030,1423,1287,1748
XB-GENE-493160,531,228,335,288,476,362
XB-GENE-493268,87,71,51,73,57,108
XB-GENE-493321,720,422,385,530,548,665
XB-GENE-493418,793,329,436,532,451,712
XB-GENE-493489,16,5,18,7,5,27
XB-GENE-493506,124,44,82,76,87,122
XB-GENE-493544,1169,559,576,864,1099,1219
XB-GENE-493632,14,1,8,6,13,16
XB-GENE-493700,2446,972,1287,1578,1710,2503
XB-GENE-493737,1303,590,880,871,957,1416
XB-GENE-493780,2,2,1,2,0,6
XB-GENE-493814,48,32,28,11,24,69
XB-GENE-493852,6,2,2,4,4,3
XB-GENE-493878,61,19,34,22,21,56
XB-GENE-493913,1593,990,1131,1295,1270,1592
XB-GENE-493967,9091,3518,3165,5541,4996,5035
XB-GENE-494074,12220,6452,9355,8047,8757,16747
XB-GENE-494119,440,271,243,305,337,444
XB-GENE-494129,1284,400,565,745,663,871
XB-GENE-494188,6812,2867,3200,4478,4511,5159
XB-GENE-494343,2054,1200,1263,1400,1584,1936
XB-GENE-494371,5822,2050,2231,3152,3326,3764
XB-GENE-494533,111,75,84,73,100,131
XB-GENE-494570,271,153,187,173,235,346
XB-GENE-494744,33,10,16,13,5,19
XB-GENE-494754,0,0,1,3,1,13
XB-GENE-494866,843,616,1011,724,809,1364
XB-GENE-494935,1,0,0,0,0,2
XB-GENE-494991,1099,567,710,525,876,1249
XB-GENE-495067,1113,402,489,652,657,808
XB-GENE-495077,392,221,199,267,375,383
XB-GENE-495123,7002,2903,2795,4414,3943,4713
XB-GENE-495398,433,242,226,285,335,330
XB-GENE-495459,170,77,119,117,134,213
XB-GENE-5485259,69,27,46,31,49,50
XB-GENE-5493681,416,203,320,325,314,445
XB-GENE-5502508,580,333,368,384,506,494
XB-GENE-5577418,6,0,1,1,0,2
XB-GENE-5714849,923,425,504,623,612,957
XB-GENE-5715065,309,158,109,162,142,242
XB-GENE-5715250,419,201,336,264,288,463
XB-GENE-5715356,202,98,147,110,171,172
XB-GENE-5715420,15,13,23,11,17,34
XB-GENE-5715579,1,0,0,0,1,0
XB-GENE-5715893,2,1,0,0,0,2
XB-GENE-5717733,0,0,0,2,2,2
XB-GENE-5719408,279,100,59,120,54,110
XB-GENE-5719973,526,297,361,367,443,635
XB-GENE-5720030,723,488,680,448,482,714
XB-GENE-5720535,1437,520,726,1012,820,1340
XB-GENE-5721258,273,117,110,248,234,311
XB-GENE-5721646,0,0,1,0,2,2
XB-GENE-5722012,59,18,17,34,23,36
XB-GENE-5724601,29,14,18,23,27,34
XB-GENE-5724985,67,23,29,31,47,59
XB-GENE-5725205,285,320,83,257,469,175
XB-GENE-5725449,79,15,46,47,39,77
XB-GENE-5725684,140,56,73,89,128,124
XB-GENE-5726542,0,0,0,0,0,0
XB-GENE-5726662,210,89,144,145,128,206
XB-GENE-5727012,240,116,117,150,147,151
XB-GENE-5727048,40,16,25,31,34,37
XB-GENE-5727097,32,23,31,27,36,60
XB-GENE-5727224,22,6,14,8,14,55
XB-GENE-5727411,119,47,45,64,41,56
XB-GENE-5727581,621,322,642,295,617,602
XB-GENE-5727621,27,13,15,20,16,31
XB-GENE-5727727,470,146,171,282,252,321
XB-GENE-5727756,6,2,4,3,4,23
XB-GENE-5727812,54,28,42,31,49,47
XB-GENE-5728400,1124,308,464,639,602,1191
XB-GENE-5729316,53,26,27,33,33,52
XB-GENE-5729564,648,426,450,485,501,629
XB-GENE-5729620,0,0,0,0,0,0
XB-GENE-5729834,83,31,44,47,68,68
XB-GENE-5729895,114,46,64,81,75,93
XB-GENE-5729953,34,22,27,15,20,36
XB-GENE-5729987,5,1,3,1,1,5
XB-GENE-5730055,38,19,21,21,30,44
XB-GENE-5730339,41,23,36,27,36,47
XB-GENE-5730400,396,161,244,248,219,434
XB-GENE-5730457,10,12,12,7,7,8
XB-GENE-5730642,147,49,81,90,100,129
XB-GENE-5730735,1361,858,1190,824,1296,1543
XB-GENE-5730785,8,4,6,11,15,20
XB-GENE-5731038,0,0,2,0,0,4
XB-GENE-5731110,76,42,33,59,72,75
XB-GENE-5731213,682,450,539,396,710,779
XB-GENE-5731283,384,228,444,208,426,398
XB-GENE-5731768,111,45,67,74,79,114
XB-GENE-5731951,13,6,8,4,5,6
XB-GENE-5732239,311,164,209,208,279,327
XB-GENE-5732386,252,69,100,108,102,172
XB-GENE-5732445,153,62,78,142,133,179
XB-GENE-5732662,302,129,113,177,225,195
XB-GENE-5732844,0,0,0,0,1,1
XB-GENE-5733159,6,3,3,4,7,6
XB-GENE-5734033,656,277,345,355,442,567
XB-GENE-5734217,10,3,4,6,13,8
XB-GENE-5734259,41,17,38,32,33,72
XB-GENE-5734309,193,111,132,95,156,154
XB-GENE-5734741,14,7,8,12,12,10
XB-GENE-5734882,330,175,249,243,291,449
XB-GENE-5735124,31,10,13,14,13,18
XB-GENE-5735588,880,401,440,583,692,788
XB-GENE-5735754,6,7,3,3,9,8
XB-GENE-5735853,59,37,47,45,61,56
XB-GENE-5736067,107,36,91,108,91,165
XB-GENE-5736144,40,11,44,26,38,57
XB-GENE-5736269,46,27,28,30,54,61
XB-GENE-5736383,122,71,86,95,149,232
XB-GENE-5736929,1299,592,681,847,1006,1039
XB-GENE-5737240,0,0,0,0,0,4
XB-GENE-5737306,0,0,0,0,0,0
XB-GENE-5737406,21,16,19,20,15,55
XB-GENE-5737505,48,28,15,17,19,20
XB-GENE-5737721,527,251,402,467,378,605
XB-GENE-5737799,400,183,252,213,282,327
XB-GENE-5737853,231,128,133,121,165,206
XB-GENE-5738373,1,6,1,0,4,3
XB-GENE-5738491,71,33,46,69,95,124
XB-GENE-5738730,587,292,489,408,560,747
XB-GENE-5738844,131,63,94,76,103,181
XB-GENE-5738921,472,245,261,291,335,382
XB-GENE-5739330,1,0,0,0,1,1
XB-GENE-5739378,119,53,40,50,59,56
XB-GENE-5739683,0,0,0,0,0,0
XB-GENE-5739879,1926,1088,1484,1387,1759,2144
XB-GENE-5740089,0,0,0,0,0,1
XB-GENE-5740147,2,1,3,1,2,3
XB-GENE-5740183,38,16,22,18,26,44
XB-GENE-5740241,48,27,31,28,37,37
XB-GENE-5740318,42,18,24,20,47,55
XB-GENE-5740452,0,0,0,0,0,0
XB-GENE-5740857,2314,1044,1382,1469,1598,2376
XB-GENE-5741649,1805,748,1186,1402,1444,2068
XB-GENE-5742072,904,458,496,581,634,736
XB-GENE-5742189,271,103,122,179,190,234
XB-GENE-5742498,21,11,10,16,7,21
XB-GENE-5742574,62,35,24,37,57,66
XB-GENE-5742627,266,115,132,174,158,223
XB-GENE-5742733,0,0,0,0,0,5
XB-GENE-5742780,123,52,36,64,72,86
XB-GENE-5743368,131,123,141,89,168,276
XB-GENE-5744125,589,299,366,375,445,587
XB-GENE-5744211,0,0,1,0,0,1
XB-GENE-5744347,112,40,79,79,89,215
XB-GENE-5744510,10,1,6,6,4,8
XB-GENE-5744946,1896,906,1079,1431,1735,2248
XB-GENE-5745170,78,30,48,41,63,93
XB-GENE-5745230,24,13,37,10,21,43
XB-GENE-5745810,6,2,7,6,9,8
XB-GENE-5746206,20,7,8,11,6,18
XB-GENE-5746715,882,499,598,539,646,793
XB-GENE-5747191,93,84,101,59,83,105
XB-GENE-5747234,103,48,48,61,79,94
XB-GENE-5747560,11,6,3,5,16,7
XB-GENE-5747680,146,50,82,83,69,151
XB-GENE-5747713,0,0,0,0,0,0
XB-GENE-5747731,133,95,95,89,161,172
XB-GENE-5748726,246,87,137,142,143,246
XB-GENE-5749109,0,3,4,2,3,3
XB-GENE-5749150,76,47,49,28,42,70
XB-GENE-5749177,512,270,460,258,480,431
XB-GENE-5749200,13,16,18,5,16,20
XB-GENE-5749289,519,353,301,322,382,365
XB-GENE-5749334,80,43,73,61,61,140
XB-GENE-5749378,102,51,95,64,83,155
XB-GENE-5749532,241,107,145,147,166,249
XB-GENE-5749603,704,333,797,323,721,761
XB-GENE-5749687,106,83,82,93,137,153
XB-GENE-5749898,0,1,0,0,0,0
XB-GENE-5750313,229,126,166,159,215,334
XB-GENE-5750633,481,268,367,341,383,555
XB-GENE-5750709,1,1,1,0,1,2
XB-GENE-5750775,65,35,109,331,648,1505
XB-GENE-5750843,7,3,5,5,5,14
XB-GENE-5750905,80,33,33,32,69,43
XB-GENE-5750946,177,93,117,122,113,188
XB-GENE-5750977,89,27,45,56,45,56
XB-GENE-5751113,98,47,77,78,98,151
XB-GENE-5751205,107,54,75,56,57,132
XB-GENE-5751318,0,0,5,1,1,4
XB-GENE-5751389,177,85,107,106,116,199
XB-GENE-5751482,121,52,60,80,50,79
XB-GENE-5751613,381,171,201,306,358,310
XB-GENE-5751702,2,3,3,1,3,5
XB-GENE-5751847,94,29,47,53,53,83
XB-GENE-5751928,88,35,52,81,61,95
XB-GENE-5752008,70,27,39,26,68,74
XB-GENE-5752029,24,14,10,21,39,114
XB-GENE-5752141,238,123,189,130,146,241
XB-GENE-5752204,1,0,0,0,0,0
XB-GENE-5752458,37,20,28,26,44,44
XB-GENE-5752536,5,2,3,3,5,3
XB-GENE-5752623,0,0,0,0,0,0
XB-GENE-5752726,701,348,569,385,598,627
XB-GENE-5752812,6,2,3,6,5,9
XB-GENE-5752923,166,72,94,100,107,131
XB-GENE-5753010,165,74,106,115,114,205
XB-GENE-5753173,416,206,251,289,264,370
XB-GENE-5753231,71,31,42,61,59,45
XB-GENE-5753280,17,9,16,20,18,31
XB-GENE-5753322,2,1,2,0,2,5
XB-GENE-5753347,2,8,4,9,8,14
XB-GENE-5753420,159,71,92,113,102,117
XB-GENE-5753459,1,0,1,0,0,1
XB-GENE-5753503,322,157,238,128,228,286
XB-GENE-5753563,11,6,12,11,14,16
XB-GENE-5753579,0,1,1,0,0,0
XB-GENE-5753645,282,161,179,222,317,407
XB-GENE-5753780,1,2,3,5,3,5
XB-GENE-5753895,203,162,177,161,231,257
XB-GENE-5753934,138,80,100,110,72,157
XB-GENE-5753972,0,0,0,0,0,0
XB-GENE-5754057,105,52,77,70,88,124
XB-GENE-5754292,791,386,576,568,676,943
XB-GENE-5754464,125,49,66,86,69,151
XB-GENE-5754563,53,16,43,25,23,90
XB-GENE-5754835,636,263,314,383,361,373
XB-GENE-5754977,28,7,16,15,22,46
XB-GENE-5755010,16,4,8,7,13,12
XB-GENE-5755077,184,84,110,111,117,195
XB-GENE-5755217,161,70,117,96,126,211
XB-GENE-5755312,2,1,2,1,3,7
XB-GENE-5755335,646,325,369,406,429,518
XB-GENE-5755456,63,38,242,61,71,332
XB-GENE-5755500,49,28,36,39,57,65
XB-GENE-5755836,155,97,103,115,153,194
XB-GENE-5755914,11,8,10,6,11,14
XB-GENE-5755962,19,13,18,6,16,46
XB-GENE-5756000,132,86,126,82,105,188
XB-GENE-5756021,1,0,0,0,0,0
XB-GENE-5756054,24,14,58,10,21,64
XB-GENE-5756096,61,22,24,33,31,48
XB-GENE-5756142,16,6,9,10,17,15
XB-GENE-5756196,115,57,71,86,126,137
XB-GENE-5756232,0,0,0,0,0,0
XB-GENE-5756271,299,140,190,206,174,264
XB-GENE-5756413,273,167,175,191,244,261
XB-GENE-5756616,483,189,288,330,296,392
XB-GENE-5756729,526,347,329,389,543,597
XB-GENE-5757149,694,314,483,424,440,695
XB-GENE-5757416,946,623,723,496,753,884
XB-GENE-5757545,111,61,91,63,118,122
XB-GENE-5757624,129,50,65,67,97,96
XB-GENE-5757663,32,20,8,23,20,17
XB-GENE-5757795,2,7,22,3,6,16
XB-GENE-5757881,3604,2104,1276,1973,2989,1880
XB-GENE-5757952,1219,715,848,869,1059,1291
XB-GENE-5758053,70,34,47,45,60,69
XB-GENE-5758089,0,0,0,0,0,0
XB-GENE-5758296,0,0,2,0,1,1
XB-GENE-5758343,692,432,373,509,684,834
XB-GENE-5758489,11,7,22,15,20,31
XB-GENE-5758539,134,72,90,72,100,142
XB-GENE-5758570,146,100,119,147,160,199
XB-GENE-5759094,15,13,23,7,24,19
XB-GENE-5759162,282,170,192,213,174,319
XB-GENE-5759202,1,0,0,0,0,0
XB-GENE-5759404,0,0,2,0,1,0
XB-GENE-5759426,149,59,80,99,114,157
XB-GENE-5759464,129,86,90,121,145,160
XB-GENE-5759520,46,25,29,29,33,51
XB-GENE-5760018,21,10,18,8,14,14
XB-GENE-5760104,373,156,189,215,239,316
XB-GENE-5760513,170,65,57,117,87,134
XB-GENE-5760611,25,9,22,22,22,37
XB-GENE-5760925,703,271,326,422,376,545
XB-GENE-5761206,304,70,64,110,100,101
XB-GENE-5761308,111,116,208,140,223,333
XB-GENE-5761343,0,0,0,0,0,0
XB-GENE-5761468,0,0,0,0,0,0
XB-GENE-5761490,154,89,182,112,159,272
XB-GENE-5761524,75,22,38,52,62,101
XB-GENE-5761538,570,363,309,589,992,858
XB-GENE-5761564,1,2,0,0,1,2
XB-GENE-5761579,12,5,13,8,11,11
XB-GENE-5761698,62,39,24,40,45,39
XB-GENE-5761829,11,4,17,43,73,670
XB-GENE-5761877,191,133,171,141,198,215
XB-GENE-5761943,235,83,94,126,124,154
XB-GENE-5762006,9,2,1,5,0,10
XB-GENE-5762045,5,1,5,2,2,3
XB-GENE-5762058,608,303,438,394,405,558
XB-GENE-5762117,2,3,1,8,10,15
XB-GENE-5762142,8,20,17,26,64,122
XB-GENE-5762426,30,12,25,21,21,23
XB-GENE-5762966,268,135,182,235,199,384
XB-GENE-5763112,291,179,275,196,258,520
XB-GENE-5763398,0,1,0,0,0,0
XB-GENE-5763437,2,1,0,1,0,0
XB-GENE-5763589,15,12,21,7,8,20
XB-GENE-5763787,44,24,39,36,32,61
XB-GENE-5763840,512,326,294,359,425,476
XB-GENE-5763905,98,69,79,49,79,131
XB-GENE-5763998,0,0,0,0,1,0
XB-GENE-5764010,26,31,35,21,27,29
XB-GENE-5764026,0,0,0,0,0,1
XB-GENE-5764633,6683,4206,5072,5091,6259,7867
XB-GENE-5764725,1,3,3,2,2,3
XB-GENE-5764800,0,0,0,0,0,0
XB-GENE-5764881,0,0,2,0,0,0
XB-GENE-5764987,1,0,1,0,1,1
XB-GENE-5765008,1,0,2,0,1,1
XB-GENE-5765049,14,7,1,10,19,16
XB-GENE-5765086,4,3,3,2,9,22
XB-GENE-5765277,111,53,46,80,96,126
XB-GENE-5765405,23,10,11,17,16,22
XB-GENE-5765457,151,75,79,89,79,114
XB-GENE-5765525,0,0,0,0,0,0
XB-GENE-5765640,17,14,25,18,27,43
XB-GENE-5765778,589,212,237,471,362,546
XB-GENE-5766132,268,113,221,179,253,317
XB-GENE-5766636,10125,3488,3935,7772,6120,7745
XB-GENE-5767146,336,132,142,135,229,171
XB-GENE-5767828,0,0,0,0,0,0
XB-GENE-5767927,4,0,2,0,3,1
XB-GENE-5767963,12,7,10,11,9,10
XB-GENE-5768018,23,5,17,14,8,27
XB-GENE-5768540,0,8,0,0,13,0
XB-GENE-5768713,263,123,173,115,140,272
XB-GENE-5768765,56,33,43,29,56,62
XB-GENE-5769150,555,409,295,292,619,632
XB-GENE-5769457,4,3,4,2,4,2
XB-GENE-5769632,0,1,0,2,0,1
XB-GENE-5770143,1076,344,553,876,783,1260
XB-GENE-5770366,30,17,27,30,30,48
XB-GENE-5770592,14,10,28,5,11,58
XB-GENE-5770628,1026,377,536,441,688,577
XB-GENE-5770864,0,0,0,1,1,3
XB-GENE-5771137,64,34,44,36,39,75
XB-GENE-5771549,15,9,9,11,5,21
XB-GENE-5771598,172,126,361,121,202,302
XB-GENE-5771752,199,220,143,115,239,224
XB-GENE-5771923,11,4,6,8,8,28
XB-GENE-5771942,279,163,231,189,193,314
XB-GENE-5772051,214,128,134,137,151,186
XB-GENE-5772334,19,9,16,13,14,22
XB-GENE-5772364,27,20,35,20,32,55
XB-GENE-5772487,228,98,159,143,206,230
XB-GENE-5772737,1418,736,1037,968,1445,1514
XB-GENE-5773314,122,30,63,86,68,105
XB-GENE-5773374,171,59,70,111,108,159
XB-GENE-5773753,88,28,26,45,39,71
XB-GENE-5774302,115,61,72,61,75,98
XB-GENE-5774331,28,17,30,14,21,44
XB-GENE-5774722,279,130,125,177,195,239
XB-GENE-5775291,1460,528,891,1214,1193,1724
XB-GENE-5775604,1,0,1,1,2,6
XB-GENE-5775750,2979,1444,1685,1663,2262,2349
XB-GENE-5775806,254,75,90,149,129,304
XB-GENE-5776084,1004,369,494,711,637,816
XB-GENE-5776180,16,11,10,10,13,17
XB-GENE-5776767,0,0,0,0,0,0
XB-GENE-5777085,228,118,164,149,167,202
XB-GENE-5777147,182,81,95,106,119,131
XB-GENE-5777244,164,97,102,117,114,148
