LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone,starting.x,starting.y,normalised.x,normalised.y
1,1,1,743.701,684.741,0,0,0,NA,NA,A,743.701,684.741,0,0
1,1,2,745.041,686.081,23,1.895,1.895,1.895,0.082,A,743.701,684.741,1.3400000000000318,1.3400000000000318
1,1,3,745.041,686.081,46,1.895,1.895,0,0,A,743.701,684.741,1.3400000000000318,1.3400000000000318
1,1,4,735.661,692.781,69,13.422,11.37,11.527,0.501,A,743.701,684.741,-8.040000000000077,8.039999999999964
1,1,5,737.001,686.081,92,20.255,6.833,6.833,0.297,A,743.701,684.741,-6.7000000000000455,1.3400000000000318
1,1,6,737.001,678.041,115,28.295,9.475,8.04,0.35,A,743.701,684.741,-6.7000000000000455,-6.699999999999932
1,1,7,743.701,665.981,138,42.091,18.76,13.796,0.6,A,743.701,684.741,0,-18.75999999999999
1,1,8,737.001,679.381,161,57.073,8.58,14.982,0.651,A,743.701,684.741,-6.7000000000000455,-5.360000000000014
1,1,9,742.361,686.081,184,65.653,1.895,8.58,0.373,A,743.701,684.741,-1.3400000000000318,1.3400000000000318
1,1,10,746.381,679.381,207,73.466,5.993,7.813,0.34,A,743.701,684.741,2.67999999999995,-5.360000000000014
1,1,11,739.011,679.827,230,80.85,6.792,7.384,0.321,A,743.701,684.741,-4.690000000000055,-4.913999999999987
1,2,1,738.564,668.437,253,0,0,NA,NA,A,738.564,668.437,0,0
1,2,2,738.564,669.331,276,0.893,0.893,0.893,0.039,A,738.564,668.437,0,0.8940000000000055
1,2,3,738.564,654.367,299,15.857,14.07,14.963,0.651,A,738.564,668.437,0,-14.07000000000005
1,2,4,740.797,641.637,322,28.781,26.893,12.924,0.562,A,738.564,668.437,2.233000000000061,-26.800000000000068
1,2,5,744.147,633.597,345,37.491,35.285,8.71,0.379,A,738.564,668.437,5.583000000000084,-34.84000000000003
1,2,6,747.051,623.324,368,48.167,45.905,10.676,0.464,A,738.564,668.437,8.48700000000008,-45.113000000000056
1,2,7,742.584,611.934,391,60.401,56.646,12.235,0.532,A,738.564,668.437,4.019999999999982,-56.50300000000004
1,2,8,740.127,602.331,414,70.314,66.125,9.913,0.431,A,738.564,668.437,1.5629999999999882,-66.106
1,2,9,735.661,594.626,437,79.22,73.869,8.906,0.387,A,738.564,668.437,-2.90300000000002,-73.81100000000004
1,2,10,729.296,591.276,460,86.413,77.716,7.193,0.313,A,738.564,668.437,-9.267999999999915,-77.16100000000006
1,2,11,721.926,583.906,483,96.836,86.154,10.423,0.453,A,738.564,668.437,-16.63799999999992,-84.53100000000006
1,2,12,714.891,579.551,506,105.109,91.985,8.274,0.36,A,738.564,668.437,-23.673000000000002,-88.88599999999997
1,2,13,708.191,569.836,529,116.911,103.174,11.801,0.513,A,738.564,668.437,-30.372999999999934,-98.601
1,2,14,702.496,564.475,552,124.731,110.041,7.821,0.34,A,738.564,668.437,-36.067999999999984,-103.96199999999999
1,2,15,697.806,560.79,575,130.696,115.105,5.965,0.259,A,738.564,668.437,-40.757999999999925,-107.64700000000005
1,2,16,711.541,565.815,598,145.321,106.12,14.625,0.636,A,738.564,668.437,-27.02299999999991,-102.62199999999996
1,2,17,712.211,558.78,621,152.388,112.779,7.067,0.307,A,738.564,668.437,-26.352999999999952,-109.65700000000004
1,2,18,690.436,551.075,644,175.486,126.847,23.098,1.004,A,738.564,668.437,-48.12799999999993,-117.36199999999997
1,2,19,678.376,534.325,667,196.126,146.999,20.64,0.897,A,738.564,668.437,-60.18799999999999,-134.11199999999997
1,2,20,671.341,523.605,690,208.948,159.672,12.822,0.557,A,738.564,668.437,-67.22299999999996,-144.832
1,2,21,662.296,516.235,713,220.616,170.242,11.667,0.507,A,738.564,668.437,-76.26799999999992,-152.202
1,2,22,658.276,509.87,736,228.144,177.735,7.528,0.327,A,738.564,668.437,-80.28800000000001,-158.567
1,2,23,649.231,502.5,759,239.811,188.456,11.667,0.507,A,738.564,668.437,-89.33299999999997,-165.937
1,2,24,632.481,491.78,782,259.698,206.061,19.887,0.865,A,738.564,668.437,-106.08299999999997,-176.65700000000004
1,2,25,625.111,486.755,805,268.618,214.196,8.92,0.388,A,738.564,668.437,-113.45299999999997,-181.68200000000002
1,2,26,612.716,483.07,828,281.549,224.051,12.931,0.562,A,738.564,668.437,-125.84799999999996,-185.36700000000002
1,2,27,605.681,475.7,851,291.738,234.106,10.189,0.443,A,738.564,668.437,-132.88299999999992,-192.73700000000002
1,2,28,590.941,471.68,874,307.016,245.98,15.278,0.664,A,738.564,668.437,-147.62299999999993,-196.757
1,2,29,577.987,468.554,897,320.342,256.395,13.325,0.579,A,738.564,668.437,-160.577,-199.88300000000004
1,2,30,573.967,460.96,920,328.934,264.837,8.592,0.374,A,738.564,668.437,-164.59699999999998,-207.47700000000003
1,2,31,576.647,450.687,943,339.551,271.353,10.617,0.462,A,738.564,668.437,-161.91699999999992,-217.75
1,2,32,574.414,447.56,966,343.393,275.194,3.842,0.167,A,738.564,668.437,-164.14999999999998,-220.877
1,2,33,573.521,442.647,989,348.387,279.679,4.994,0.217,A,738.564,668.437,-165.043,-225.79000000000002
1,2,34,581.114,434.607,1012,359.446,281.899,11.059,0.481,A,738.564,668.437,-157.44999999999993,-233.82999999999998
1,2,35,587.814,432.374,1035,366.508,280.092,7.062,0.307,A,738.564,668.437,-150.75,-236.063
1,2,36,583.794,426.567,1058,373.571,287.15,7.062,0.307,A,738.564,668.437,-154.76999999999998,-241.87
1,2,37,584.687,416.74,1081,383.438,295.007,9.867,0.429,A,738.564,668.437,-153.87699999999995,-251.697
1,2,38,593.621,414.06,1104,392.765,292.773,9.327,0.406,A,738.564,668.437,-144.94299999999998,-254.377
1,2,39,601.214,411.827,1127,400.68,291.056,7.915,0.344,A,738.564,668.437,-137.3499999999999,-256.61
1,2,40,611.934,411.827,1150,411.4,286.154,10.72,0.466,A,738.564,668.437,-126.63,-256.61
1,2,41,620.421,411.827,1173,419.886,282.501,8.487,0.369,A,738.564,668.437,-118.14299999999992,-256.61
1,2,42,619.081,409.147,1196,422.883,285.496,2.996,0.13,A,738.564,668.437,-119.48299999999995,-259.29
1,2,43,620.867,409.147,1219,424.669,284.752,1.787,0.078,A,738.564,668.437,-117.697,-259.29
1,2,44,630.694,411.38,1242,434.747,278.773,10.077,0.438,A,738.564,668.437,-107.87,-257.057
1,2,45,633.821,413.614,1265,438.589,275.511,3.842,0.167,A,738.564,668.437,-104.74299999999994,-254.82300000000004
1,2,46,642.754,414.954,1288,447.622,270.986,9.033,0.393,A,738.564,668.437,-95.80999999999995,-253.483
1,2,47,648.561,418.527,1311,454.44,265.623,6.818,0.296,A,738.564,668.437,-90.00299999999993,-249.91000000000003
1,2,48,653.921,426.567,1334,464.103,256.253,9.663,0.42,A,738.564,668.437,-84.64299999999992,-241.87
1,2,49,659.281,429.694,1357,470.309,251.564,6.205,0.27,A,738.564,668.437,-79.28300000000002,-238.743
1,2,50,660.174,434.607,1380,475.302,246.62,4.994,0.217,A,738.564,668.437,-78.38999999999999,-233.82999999999998
1,2,51,663.747,433.714,1403,478.986,246.359,3.683,0.16,A,738.564,668.437,-74.81700000000001,-234.723
1,2,52,665.981,429.247,1426,483.98,249.961,4.994,0.217,A,738.564,668.437,-72.58299999999997,-239.19
1,2,53,670.894,437.287,1449,493.402,240.852,9.422,0.41,A,738.564,668.437,-67.66999999999996,-231.15000000000003
1,2,54,667.321,439.074,1472,497.397,240.173,3.995,0.174,A,738.564,668.437,-71.24299999999994,-229.363
1,2,55,668.661,441.754,1495,500.394,237.217,2.996,0.13,A,738.564,668.437,-69.90300000000002,-226.683
1,2,56,671.341,447.114,1518,506.386,231.307,5.993,0.261,A,738.564,668.437,-67.22299999999996,-221.32300000000004
1,2,57,675.807,452.474,1541,513.363,224.897,6.977,0.303,A,738.564,668.437,-62.75699999999995,-215.96300000000002
1,2,58,681.167,458.727,1564,521.599,217.423,8.236,0.358,A,738.564,668.437,-57.396999999999935,-209.71000000000004
1,2,59,682.954,463.64,1587,526.828,212.213,5.228,0.227,A,738.564,668.437,-55.610000000000014,-204.79700000000003
1,2,60,696.354,481.507,1610,549.161,191.637,22.333,0.971,A,738.564,668.437,-42.20999999999992,-186.93
1,2,61,699.927,491.78,1633,560.038,180.833,10.877,0.473,A,738.564,668.437,-38.636999999999944,-176.65700000000004
1,2,62,706.627,505.18,1656,575.02,166.351,14.982,0.651,A,738.564,668.437,-31.937000000000012,-163.257
1,2,63,704.171,507.86,1679,578.655,164.219,3.636,0.158,A,738.564,668.437,-34.392999999999915,-160.577
1,2,64,707.521,515.23,1702,586.751,156.32,8.096,0.352,A,738.564,668.437,-31.043000000000006,-153.207
1,2,65,711.541,529.3,1725,601.384,141.737,14.633,0.636,A,738.564,668.437,-27.02299999999991,-139.13700000000006
1,2,66,712.211,529.3,1748,602.054,141.611,0.67,0.029,A,738.564,668.437,-26.352999999999952,-139.13700000000006
1,2,67,714.891,530.64,1771,605.05,139.816,2.996,0.13,A,738.564,668.437,-23.673000000000002,-137.79700000000003
1,2,68,712.881,525.95,1794,610.153,144.783,5.103,0.222,A,738.564,668.437,-25.682999999999993,-142.48699999999997
1,2,69,703.501,531.98,1817,621.304,140.89,11.151,0.485,A,738.564,668.437,-35.06299999999999,-136.457
1,2,70,706.181,544.208,1840,633.822,128.381,12.518,0.544,A,738.564,668.437,-32.382999999999925,-124.22900000000004
1,3,1,707.856,533.99,1863,0,0,NA,NA,A,707.856,533.99,0,0
1,3,2,702.496,528.63,1886,7.58,7.58,7.58,0.33,A,707.856,533.99,-5.360000000000014,-5.360000000000014
1,3,3,706.851,520.088,1909,17.169,13.939,9.589,0.417,A,707.856,533.99,-1.0049999999999955,-13.902000000000044
1,3,4,709.754,519.027,1932,20.26,15.083,3.091,0.134,A,707.856,533.99,1.8980000000000246,-14.962999999999965
1,3,5,709.754,519.474,1955,20.706,14.64,0.447,0.019,A,707.856,533.99,1.8980000000000246,-14.515999999999963
1,3,6,709.084,518.357,1978,22.009,15.682,1.302,0.057,A,707.856,533.99,1.2279999999999518,-15.633000000000038
1,3,7,707.967,502.5,2001,37.905,31.49,15.896,0.691,A,707.856,533.99,0.11099999999999,-31.49000000000001
1,3,8,708.861,473.244,2024,67.175,60.755,29.27,1.273,A,707.856,533.99,1.0049999999999955,-60.74599999999998
1,3,9,707.967,451.58,2047,88.857,82.41,21.682,0.943,A,707.856,533.99,0.11099999999999,-82.410000000000025
1,3,10,709.754,426.567,2070,113.934,107.44,25.077,1.09,A,707.856,533.99,1.8980000000000246,-107.423
1,3,11,708.861,414.06,2093,126.472,119.934,12.539,0.545,A,707.856,533.99,1.0049999999999955,-119.93
1,3,12,715.114,403.34,2116,138.883,130.852,12.411,0.54,A,707.856,533.99,7.258000000000038,-130.65000000000003
1,3,13,708.861,388.154,2139,155.307,145.84,16.424,0.714,A,707.856,533.99,1.0049999999999955,-145.836
1,3,14,703.501,387.26,2162,160.741,146.795,5.434,0.236,A,707.856,533.99,-4.355000000000018,-146.73000000000002
1,3,15,705.287,387.26,2185,162.527,146.753,1.787,0.078,A,707.856,533.99,-2.56899999999996,-146.73000000000002
1,3,16,681.167,381.007,2208,187.445,155.294,24.917,1.083,A,707.856,533.99,-26.688999999999965,-152.983
1,3,17,675.807,375.647,2231,195.025,161.554,7.58,0.33,A,707.856,533.99,-32.04899999999998,-158.34300000000002
1,3,18,650.794,376.54,2254,220.054,167.471,25.029,1.088,A,707.856,533.99,-57.06200000000001,-157.45
1,3,19,640.967,381.9,2277,231.248,166.149,11.193,0.487,A,707.856,533.99,-66.88900000000001,-152.09000000000003
1,3,20,631.141,385.474,2300,241.704,167.16,10.456,0.455,A,707.856,533.99,-76.71500000000003,-148.51600000000002
1,3,21,618.634,398.874,2323,260.034,161.917,18.33,0.797,A,707.856,533.99,-89.22199999999998,-135.11599999999999
1,3,22,612.827,405.574,2346,268.9,159.754,8.866,0.385,A,707.856,533.99,-95.029,-128.416
1,3,23,606.127,407.807,2369,275.962,162.083,7.062,0.307,A,707.856,533.99,-101.72900000000004,-126.18299999999999
1,3,24,597.641,419.867,2392,290.709,158.655,14.747,0.641,A,707.856,533.99,-110.21500000000003,-114.12299999999999
1,3,25,592.727,425.674,2415,298.315,158.073,7.606,0.331,A,707.856,533.99,-115.12900000000002,-108.31600000000003
1,3,26,582.007,435.054,2438,312.56,160.082,14.244,0.619,A,707.856,533.99,-125.84900000000005,-98.93600000000004
1,3,27,573.521,450.687,2461,330.348,158.068,17.788,0.773,A,707.856,533.99,-134.33500000000004,-83.303
1,3,28,560.12,456.94,2484,345.135,166.62,14.787,0.643,A,707.856,533.99,-147.736,-77.05000000000001
1,3,29,542.254,464.98,2507,364.728,179.406,19.592,0.852,A,707.856,533.99,-165.60199999999998,-69.00999999999999
1,3,30,532.874,473.02,2530,377.082,185.3,12.354,0.537,A,707.856,533.99,-174.98199999999997,-60.97000000000003
1,3,31,528.854,476.147,2553,382.175,188.116,5.093,0.221,A,707.856,533.99,-179.00199999999995,-57.84300000000002
1,3,32,534.66,481.06,2576,389.781,181.103,7.606,0.331,A,707.856,533.99,-173.19600000000003,-52.93000000000001
1,3,33,536,485.974,2599,394.874,178.437,5.093,0.221,A,707.856,533.99,-171.856,-48.01600000000002
1,3,34,536.447,487.76,2622,396.716,177.533,1.842,0.08,A,707.856,533.99,-171.409,-46.23000000000002
1,3,35,536,479.274,2645,405.214,180.356,8.498,0.369,A,707.856,533.99,-171.856,-54.71600000000001
1,3,36,524.387,470.34,2668,419.866,194.196,14.652,0.637,A,707.856,533.99,-183.46900000000005,-63.650000000000034
1,3,37,515.007,458.727,2691,434.794,207.015,14.928,0.649,A,707.856,533.99,-192.84900000000005,-75.26300000000003
1,3,38,510.094,454.26,2714,441.434,213.229,6.64,0.289,A,707.856,533.99,-197.762,-79.73000000000002
1,3,39,499.374,451.134,2737,452.601,224.343,11.167,0.486,A,707.856,533.99,-208.48199999999997,-82.856
1,3,40,495.354,444.434,2760,460.415,230.602,7.813,0.34,A,707.856,533.99,-212.502,-89.55599999999998
1,3,41,493.12,440.414,2783,465.013,234.239,4.599,0.2,A,707.856,533.99,-214.736,-93.57600000000002
1,3,42,489.1,433.714,2806,472.827,240.643,7.813,0.34,A,707.856,533.99,-218.75599999999997,-100.27600000000001
1,3,43,481.507,427.46,2829,482.664,250.165,9.837,0.428,A,707.856,533.99,-226.349,-106.53000000000003
1,3,44,478.827,421.654,2852,489.059,255.095,6.395,0.278,A,707.856,533.99,-229.029,-112.33600000000001
1,3,45,473.02,413.614,2875,498.976,263.89,9.918,0.431,A,707.856,533.99,-234.836,-120.37600000000003
1,3,46,464.087,404.68,2898,511.61,275.942,12.634,0.549,A,707.856,533.99,-243.769,-129.31
1,3,47,460.514,395.3,2921,521.648,283.572,10.038,0.436,A,707.856,533.99,-247.34199999999998,-138.69
1,3,48,457.834,389.494,2944,528.043,288.774,6.395,0.278,A,707.856,533.99,-250.022,-144.49599999999998
1,3,49,448.9,381.23,2967,540.212,300.655,12.169,0.529,A,707.856,533.99,-258.956,-152.76
1,3,50,438.85,376.54,2990,551.303,311.696,11.09,0.482,A,707.856,533.99,-269.006,-157.45
1,3,51,443.54,371.18,3013,558.425,310.435,7.122,0.31,A,707.856,533.99,-264.316,-162.81
1,3,52,438.85,357.78,3036,572.622,321.58,14.197,0.617,A,707.856,533.99,-269.006,-176.21000000000004
1,3,53,434.16,359.12,3059,577.5,324.79,4.878,0.212,A,707.856,533.99,-273.69599999999997,-174.87
1,3,54,433.49,355.77,3082,580.916,327.168,3.416,0.149,A,707.856,533.99,-274.366,-178.22000000000003
1,3,55,434.83,349.07,3105,587.749,329.755,6.833,0.297,A,707.856,533.99,-273.026,-184.92000000000002
1,3,56,434.83,349.07,3128,587.749,329.755,0,0,A,707.856,533.99,-273.026,-184.92000000000002
1,3,57,447.56,348.4,3151,600.496,319.683,12.748,0.554,A,707.856,533.99,-260.296,-185.59000000000003
1,3,58,442.2,350.41,3174,606.221,322.915,5.724,0.249,A,707.856,533.99,-265.656,-183.57999999999998
1,3,59,443.54,351.75,3197,608.116,321.051,1.895,0.082,A,707.856,533.99,-264.316,-182.24
1,3,60,446.22,354.43,3220,611.906,317.325,3.79,0.165,A,707.856,533.99,-261.63599999999997,-179.56
1,3,61,432.15,355.1,3243,625.992,328.656,14.086,0.612,A,707.856,533.99,-275.706,-178.89
1,3,62,433.49,368.5,3266,639.459,320.411,13.467,0.586,A,707.856,533.99,-274.366,-165.49
1,3,63,433.49,363.81,3289,644.149,322.858,4.69,0.204,A,707.856,533.99,-274.366,-170.18
1,3,64,433.49,364.48,3312,644.819,322.506,0.67,0.029,A,707.856,533.99,-274.366,-169.51
1,3,65,425.45,358.45,3335,654.869,332.516,10.05,0.437,A,707.856,533.99,-282.406,-175.54000000000002
1,3,66,423.44,355.77,3358,658.219,335.64,3.35,0.146,A,707.856,533.99,-284.416,-178.22000000000003
1,3,67,421.43,357.78,3381,661.061,336.288,2.843,0.124,A,707.856,533.99,-286.426,-176.21000000000004
1,3,68,418.75,356.44,3404,664.058,339.273,2.996,0.13,A,707.856,533.99,-289.106,-177.55
1,3,69,415.4,349.07,3427,672.153,346.014,8.096,0.352,A,707.856,533.99,-292.456,-184.92000000000002
1,3,70,411.38,344.38,3450,678.33,351.923,6.177,0.269,A,707.856,533.99,-296.476,-189.61
1,3,71,414.06,343.71,3473,681.093,350.032,2.762,0.12,A,707.856,533.99,-293.796,-190.28000000000003
1,3,72,414.73,352.42,3496,689.829,344.804,8.736,0.38,A,707.856,533.99,-293.126,-181.57
1,3,73,420.76,357.11,3519,697.468,337.21,7.639,0.332,A,707.856,533.99,-287.096,-176.88
1,3,74,424.11,361.13,3542,702.701,332.253,5.233,0.228,A,707.856,533.99,-283.746,-172.86
1,3,75,417.299,355.324,3565,711.651,341.094,8.951,0.389,A,707.856,533.99,-290.557,-178.666
1,4,1,414.284,352.867,3588,0,0,NA,NA,A,414.284,352.867,0,0
1,4,2,409.147,350.522,3611,5.647,5.647,5.647,0.246,A,414.284,352.867,-5.1370000000000005,-2.3450000000000273
1,4,3,412.05,347.73,3634,9.674,5.601,4.028,0.175,A,414.284,352.867,-2.2339999999999804,-5.1370000000000005
1,4,4,406.02,349.74,3657,16.031,8.835,6.356,0.276,A,414.284,352.867,-8.26400000000001,-3.1270000000000095
1,4,5,407.36,351.75,3680,18.446,7.013,2.416,0.105,A,414.284,352.867,-6.923999999999978,-1.1170000000000186
1,4,6,397.31,347.06,3703,29.537,17.939,11.09,0.482,A,414.284,352.867,-16.97399999999999,-5.807000000000016
1,4,7,397.31,347.06,3726,29.537,17.939,0,0,A,414.284,352.867,-16.97399999999999,-5.807000000000016
1,4,8,397.31,347.06,3749,29.537,17.939,0,0,A,414.284,352.867,-16.97399999999999,-5.807000000000016
1,4,9,447.56,359.79,3772,81.374,33.989,51.837,2.254,A,414.284,352.867,33.27600000000001,6.923000000000002
1,4,10,452.25,363.81,3795,87.551,39.512,6.177,0.269,A,414.284,352.867,37.96600000000001,10.942999999999984
1,4,11,453.59,364.48,3818,89.049,40.986,1.498,0.065,A,414.284,352.867,39.30599999999998,11.613
1,4,12,461.63,367.16,3841,97.524,49.457,8.475,0.368,A,414.284,352.867,47.346000000000004,14.293000000000006
1,4,13,470.34,371.85,3864,107.417,59.184,9.892,0.43,A,414.284,352.867,56.05599999999998,18.983000000000004
1,4,14,481.73,371.85,3887,118.807,70.067,11.39,0.495,A,414.284,352.867,67.44600000000003,18.983000000000004
1,4,15,495.13,380.56,3910,134.789,85.458,15.982,0.695,A,414.284,352.867,80.846,27.692999999999984
1,4,16,500.49,382.57,3933,140.513,91.181,5.724,0.249,A,414.284,352.867,86.20600000000002,29.702999999999975
1,4,17,507.86,385.25,3956,148.355,99.022,7.842,0.341,A,414.284,352.867,93.57600000000002,32.38299999999998
1,4,18,513.22,385.25,3979,153.715,104.102,5.36,0.233,A,414.284,352.867,98.93600000000004,32.38299999999998
1,4,19,515.9,387.93,4002,157.506,107.496,3.79,0.165,A,414.284,352.867,101.61599999999999,35.06299999999999
1,4,20,509.2,385.25,4025,164.722,100.289,7.216,0.314,A,414.284,352.867,94.916,32.38299999999998
1,4,21,501.83,384.58,4048,172.122,93.114,7.4,0.322,A,414.284,352.867,87.54599999999999,31.712999999999965
1,4,22,502.5,383.24,4071,173.62,93.299,1.498,0.065,A,414.284,352.867,88.21600000000001,30.37299999999999
1,4,23,529.97,385.25,4094,201.164,120.134,27.543,1.198,A,414.284,352.867,115.68600000000004,32.38299999999998
1,4,24,549.4,397.31,4117,224.032,142.238,22.869,0.994,A,414.284,352.867,135.11599999999999,44.442999999999984
1,4,25,564.81,425.45,4140,256.115,167.113,32.083,1.395,A,414.284,352.867,150.52599999999995,72.58299999999997
1,4,26,573.521,444.88,4163,277.408,183.91,21.293,0.926,A,414.284,352.867,159.23699999999997,92.01299999999998
1,4,27,572.851,444.21,4186,278.356,182.995,0.948,0.041,A,414.284,352.867,158.567,91.34299999999996
1,4,28,574.191,449.57,4209,283.881,186.874,5.525,0.24,A,414.284,352.867,159.90700000000004,96.70299999999997
1,4,29,574.861,444.88,4232,288.618,185.071,4.738,0.206,A,414.284,352.867,160.577,92.01299999999998
1,4,30,563.47,445.55,4255,300.028,175.633,11.41,0.496,A,414.284,352.867,149.18600000000004,92.68299999999999
1,4,31,559.45,446.22,4278,304.104,172.593,4.075,0.177,A,414.284,352.867,145.16600000000005,93.35300000000001
1,4,32,549.4,441.53,4301,315.194,161.61,11.09,0.482,A,414.284,352.867,135.11599999999999,88.66299999999995
1,4,33,547.39,436.84,4324,320.297,157.382,5.103,0.222,A,414.284,352.867,133.106,83.97299999999996
1,4,34,555.43,437.51,4347,328.365,164.581,8.068,0.351,A,414.284,352.867,141.14599999999996,84.64299999999997
1,4,35,560.79,431.48,4370,336.432,166.266,8.068,0.351,A,414.284,352.867,146.50599999999997,78.613
1,4,36,570.171,431.48,4393,345.812,174.587,9.38,0.408,A,414.284,352.867,155.88700000000006,78.613
1,4,37,580.221,426.567,4416,356.999,181.567,11.187,0.486,A,414.284,352.867,165.937,73.69999999999999
1,4,38,593.621,424.78,4439,370.518,193.218,13.519,0.588,A,414.284,352.867,179.337,71.91299999999995
1,4,39,607.021,422.994,4462,384.036,205.098,13.519,0.588,A,414.284,352.867,192.73699999999997,70.12700000000001
1,4,40,615.954,416.294,4485,395.203,211.409,11.167,0.486,A,414.284,352.867,201.66999999999996,63.426999999999964
1,4,41,628.461,402,4508,414.196,219.74,18.993,0.826,A,414.284,352.867,214.17700000000002,49.13299999999998
1,4,42,642.307,397.98,4531,428.614,232.443,14.418,0.627,A,414.284,352.867,228.02300000000002,45.113
1,4,43,648.561,387.93,4554,440.451,236.886,11.837,0.515,A,414.284,352.867,234.27700000000004,35.06299999999999
1,4,44,657.271,387.93,4577,449.161,245.504,8.71,0.379,A,414.284,352.867,242.98699999999997,35.06299999999999
1,4,45,670.671,379.22,4600,465.143,257.738,15.982,0.695,A,414.284,352.867,256.38700000000006,26.35300000000001
1,4,46,678.711,372.52,4623,475.608,265.156,10.466,0.455,A,414.284,352.867,264.427,19.652999999999963
1,4,47,680.721,368.5,4646,480.103,266.895,4.495,0.195,A,414.284,352.867,266.437,15.632999999999981
1,4,48,678.711,369.84,4669,482.519,264.971,2.416,0.105,A,414.284,352.867,264.427,16.972999999999956
1,4,49,686.751,363.14,4692,492.984,272.661,10.466,0.455,A,414.284,352.867,272.467,10.272999999999968
1,4,50,682.731,362.47,4715,497.06,268.619,4.075,0.177,A,414.284,352.867,268.447,9.603000000000009
1,4,51,675.361,362.47,4738,504.43,261.253,7.37,0.32,A,414.284,352.867,261.077,9.603000000000009
1,4,52,688.091,362.47,4761,517.16,273.975,12.73,0.553,A,414.284,352.867,273.807,9.603000000000009
1,4,53,696.131,355.77,4784,527.626,281.862,10.466,0.455,A,414.284,352.867,281.847,2.902999999999963
1,4,54,701.491,353.09,4807,533.618,287.207,5.993,0.261,A,414.284,352.867,287.207,0.22299999999995634
1,4,55,704.171,351.08,4830,536.968,289.892,3.35,0.146,A,414.284,352.867,289.88700000000006,-1.7870000000000346
1,4,56,714.221,347.06,4853,547.793,299.993,10.824,0.471,A,414.284,352.867,299.937,-5.807000000000016
1,4,57,706.181,349.74,4876,556.267,291.914,8.475,0.368,A,414.284,352.867,291.89700000000005,-3.1270000000000095
1,4,58,698.141,358.674,4899,568.286,283.916,12.019,0.523,A,414.284,352.867,283.85699999999997,5.8069999999999595
1,4,59,695.461,360.46,4922,571.507,281.279,3.221,0.14,A,414.284,352.867,281.177,7.592999999999961
1,4,60,698.141,360.46,4945,574.187,283.958,2.68,0.117,A,414.284,352.867,283.85699999999997,7.592999999999961
1,4,61,698.141,358.674,4968,575.974,283.916,1.787,0.078,A,414.284,352.867,283.85699999999997,5.8069999999999595
1,4,62,698.141,358.674,4991,575.974,283.916,0,0,A,414.284,352.867,283.85699999999997,5.8069999999999595
1,4,63,698.141,358.674,5014,575.974,283.916,0,0,A,414.284,352.867,283.85699999999997,5.8069999999999595
1,4,64,701.714,355.994,5037,580.44,287.447,4.467,0.194,A,414.284,352.867,287.43000000000006,3.1270000000000095
1,4,65,704.394,354.207,5060,583.661,290.113,3.221,0.14,A,414.284,352.867,290.11,1.339999999999975
1,4,66,704.394,354.207,5083,583.661,290.113,0,0,A,414.284,352.867,290.11,1.339999999999975
1,4,67,678.487,378.327,5106,619.058,265.427,35.397,1.539,A,414.284,352.867,264.203,25.45999999999998
1,4,68,664.194,391.727,5129,638.65,252.913,19.592,0.852,A,414.284,352.867,249.90999999999997,38.85999999999996
1,4,69,643.647,406.02,5152,663.68,235.442,25.029,1.088,A,414.284,352.867,229.36300000000006,53.15299999999996
1,4,70,623.101,420.314,5175,688.709,219.439,25.029,1.088,A,414.284,352.867,208.817,67.447
1,4,71,612.381,428.354,5198,702.109,211.992,13.4,0.583,A,414.284,352.867,198.09699999999998,75.48699999999997
1,4,72,589.154,437.287,5221,726.994,194.181,24.885,1.082,A,414.284,352.867,174.87,84.41999999999996
1,4,73,578.434,450.687,5244,744.155,191.086,17.16,0.746,A,414.284,352.867,164.14999999999998,97.82
1,4,74,566.82,448.9,5267,755.905,180.25,11.75,0.511,A,414.284,352.867,152.53600000000006,96.03299999999996
1,4,75,563.247,452.474,5290,760.958,179.197,5.053,0.22,A,414.284,352.867,148.96299999999997,99.60699999999997
1,4,76,553.42,457.834,5313,772.152,174.29,11.193,0.487,A,414.284,352.867,139.13599999999997,104.96699999999998
1,4,77,551.634,456.94,5336,774.149,172.326,1.998,0.087,A,414.284,352.867,137.35000000000002,104.07299999999998
1,4,78,547.167,463.194,5359,781.834,172.714,7.685,0.334,A,414.284,352.867,132.88300000000004,110.327
1,4,79,547.167,456.94,5382,788.087,168.788,6.253,0.272,A,414.284,352.867,132.88300000000004,104.07299999999998
1,4,80,547.167,454.26,5405,790.767,167.149,2.68,0.117,A,414.284,352.867,132.88300000000004,101.39299999999997
1,4,81,540.914,457.834,5428,797.97,164.479,7.202,0.313,A,414.284,352.867,126.63,104.96699999999998
1,4,82,544.487,457.834,5451,801.543,167.245,3.573,0.155,A,414.284,352.867,130.20299999999997,104.96699999999998
1,4,83,540.02,460.514,5474,806.752,165.522,5.209,0.226,A,414.284,352.867,125.73599999999999,107.64699999999999
1,4,84,531.087,460.514,5497,815.685,158.842,8.933,0.388,A,414.284,352.867,116.803,107.64699999999999
1,4,85,524.834,462.3,5520,822.189,155.554,6.504,0.283,A,414.284,352.867,110.54999999999995,109.43299999999999
1,4,86,516.794,467.66,5543,831.852,153.902,9.663,0.42,A,414.284,352.867,102.50999999999999,114.793
