LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone,starting.x,starting.y,normalised.x,normalised.y
8,4,21,997.854,540.914,4485,217.175,75.761,10.127,0.44,B,958.548,476.147,39.30600000000004,64.767
8,4,22,995.174,547.167,4508,223.979,79.908,6.803,0.296,B,958.548,476.147,36.625999999999976,71.02000000000004
8,4,23,998.301,552.08,4531,229.802,85.71,5.824,0.253,B,958.548,476.147,39.75300000000004,75.93300000000005
8,4,24,1003.661,555.654,4554,236.244,91.414,6.442,0.28,B,958.548,476.147,45.11299999999994,79.507
8,4,25,1013.041,554.76,4577,245.667,95.654,9.422,0.41,B,958.548,476.147,54.49300000000005,78.613
8,4,26,1010.361,548.73,4600,252.265,89.179,6.599,0.287,B,958.548,476.147,51.81299999999999,72.58300000000003
8,4,27,992.941,536,4623,273.841,69.031,21.576,0.938,B,958.548,476.147,34.39300000000003,59.85300000000001
8,4,28,979.541,523.94,4646,291.869,52.201,18.028,0.784,B,958.548,476.147,20.993000000000052,47.79300000000006
8,4,29,949.391,490.44,4669,336.939,16.975,45.07,1.96,B,958.548,476.147,-9.157000000000039,14.293000000000006
8,4,30,933.981,436.84,4692,392.71,46.352,55.771,2.425,B,958.548,476.147,-24.567000000000007,-39.307000000000016
8,4,31,936.661,435.5,4715,395.706,46.165,2.996,0.13,B,958.548,476.147,-21.887000000000057,-40.64699999999999
8,4,32,937.554,436.394,4738,396.97,44.956,1.263,0.055,B,958.548,476.147,-20.994000000000028,-39.752999999999986
8,4,33,937.554,436.394,4761,396.97,44.956,0,0,B,958.548,476.147,-20.994000000000028,-39.752999999999986
8,4,34,943.807,448.007,4784,410.16,31.767,13.19,0.573,B,958.548,476.147,-14.740999999999985,-28.139999999999986
8,4,35,949.168,456.047,4807,419.822,22.181,9.663,0.42,B,958.548,476.147,-9.379999999999995,-20.099999999999966
8,4,36,949.056,458.28,4830,422.059,20.231,2.236,0.097,B,958.548,476.147,-9.491999999999962,-17.86700000000002
8,4,37,954.751,463.305,4853,429.654,13.391,7.595,0.33,B,958.548,476.147,-3.7970000000000255,-12.841999999999985
8,4,38,962.121,487.425,4876,454.874,11.831,25.221,1.097,B,958.548,476.147,3.572999999999979,11.27800000000002
8,4,39,970.831,499.15,4899,469.481,26.077,14.606,0.635,B,958.548,476.147,12.283000000000015,23.002999999999986
8,4,40,972.171,508.53,4922,478.956,35.132,9.475,0.412,B,958.548,476.147,13.623000000000047,32.38299999999998
8,4,41,984.231,522.6,4945,497.487,53.081,18.531,0.806,B,958.548,476.147,25.682999999999993,46.45300000000003
8,4,42,986.911,524.61,4968,500.837,56.153,3.35,0.146,B,958.548,476.147,28.362999999999943,48.46300000000002
8,4,43,980.881,519.92,4991,508.476,49.141,7.639,0.332,B,958.548,476.147,22.33299999999997,43.77299999999997
8,4,44,991.601,544.71,5014,535.485,76.115,27.009,1.174,B,958.548,476.147,33.053,68.56300000000005
8,4,45,1004.331,562.13,5037,557.061,97.413,21.576,0.938,B,958.548,476.147,45.783000000000015,85.983
8,4,46,1003.661,576.871,5060,571.816,110.365,14.755,0.642,B,958.548,476.147,45.11299999999994,100.72399999999999
8,4,47,1000.311,577.541,5083,575.232,109.658,3.416,0.149,B,958.548,476.147,41.763000000000034,101.39400000000006
8,4,48,992.941,586.251,5106,586.642,115.35,11.41,0.496,B,958.548,476.147,34.39300000000003,110.10399999999998
8,4,49,985.571,598.981,5129,601.351,125.771,14.71,0.64,B,958.548,476.147,27.023000000000025,122.834
8,4,50,971.501,600.321,5152,615.485,124.847,14.134,0.615,B,958.548,476.147,12.952999999999975,124.17400000000004
8,4,51,968.151,595.631,5175,621.249,119.869,5.764,0.251,B,958.548,476.147,9.602999999999952,119.48399999999998
8,4,52,974.181,590.271,5198,629.317,115.189,8.068,0.351,B,958.548,476.147,15.633000000000038,114.12399999999997
8,4,53,980.881,586.251,5221,637.13,112.346,7.813,0.34,B,958.548,476.147,22.33299999999997,110.10399999999998
8,4,54,978.201,592.281,5244,643.729,117.785,6.599,0.287,B,958.548,476.147,19.65300000000002,116.13399999999996
8,4,55,970.161,595.631,5267,652.439,120.046,8.71,0.379,B,958.548,476.147,11.612999999999943,119.48399999999998
8,4,56,965.471,595.631,5290,657.129,119.684,4.69,0.204,B,958.548,476.147,6.923000000000002,119.48399999999998
8,4,57,962.121,592.951,5313,661.419,116.858,4.29,0.187,B,958.548,476.147,3.572999999999979,116.80400000000003
8,4,58,962.121,592.951,5336,661.419,116.858,0,0,B,958.548,476.147,3.572999999999979,116.80400000000003
8,4,59,953.411,593.621,5359,670.155,117.586,8.736,0.38,B,958.548,476.147,-5.137000000000057,117.47399999999999
8,4,60,941.351,586.251,5382,684.288,111.438,14.134,0.615,B,958.548,476.147,-17.197000000000003,110.10399999999998
8,4,61,929.961,576.201,5405,699.478,104.057,15.19,0.66,B,958.548,476.147,-28.58699999999999,100.05400000000003
8,4,62,926.611,570.841,5428,705.799,99.934,6.321,0.275,B,958.548,476.147,-31.937000000000012,94.69400000000002
8,4,63,921.251,561.46,5451,716.602,93.11,10.803,0.47,B,958.548,476.147,-37.297000000000025,85.31300000000005
8,4,64,918.571,554.76,5474,723.819,88.194,7.216,0.314,B,958.548,476.147,-39.976999999999975,78.613
8,4,65,916.561,547.39,5497,731.458,82.695,7.639,0.332,B,958.548,476.147,-41.986999999999966,71.243
8,4,66,910.531,541.36,5520,739.986,80.984,8.528,0.371,B,958.548,476.147,-48.01700000000005,65.21300000000002
8,4,67,912.541,546.05,5543,745.088,83.685,5.103,0.222,B,958.548,476.147,-46.00699999999995,69.90299999999996
8,4,68,918.571,544.04,5566,751.444,78.789,6.356,0.276,B,958.548,476.147,-39.976999999999975,67.89299999999997
8,4,69,933.311,525.95,5589,774.779,55.832,23.335,1.015,B,958.548,476.147,-25.236999999999966,49.803000000000054
8,4,70,937.331,512.55,5612,788.769,42.135,13.99,0.608,B,958.548,476.147,-21.216999999999985,36.40299999999996
8,4,71,942.021,505.18,5635,797.505,33.408,8.736,0.38,B,958.548,476.147,-16.527000000000044,29.033000000000015
8,4,72,944.031,505.18,5658,799.515,32.46,2.01,0.087,B,958.548,476.147,-14.517000000000053,29.033000000000015
8,4,73,944.031,509.2,5681,803.535,36.101,4.02,0.175,B,958.548,476.147,-14.517000000000053,33.053
8,4,74,944.031,517.91,5704,812.245,44.214,8.71,0.379,B,958.548,476.147,-14.517000000000053,41.76299999999998
8,4,75,935.991,515.9,5727,820.532,45.707,8.287,0.36,B,958.548,476.147,-22.557000000000016,39.752999999999986
8,4,76,935.321,515.9,5750,821.202,46.041,0.67,0.029,B,958.548,476.147,-23.226999999999975,39.752999999999986
8,4,77,945.371,513.22,5773,831.604,39.345,10.401,0.452,B,958.548,476.147,-13.177000000000021,37.073000000000036
8,4,78,952.071,505.18,5796,842.069,29.747,10.466,0.455,B,958.548,476.147,-6.4769999999999754,29.033000000000015
8,4,79,963.461,508.53,5819,853.942,32.754,11.872,0.516,B,958.548,476.147,4.913000000000011,32.38299999999998
8,4,80,978.201,510.54,5842,868.818,39.613,14.876,0.647,B,958.548,476.147,19.65300000000002,34.39300000000003
8,4,81,977.531,513.89,5865,872.235,42.248,3.416,0.149,B,958.548,476.147,18.982999999999947,37.742999999999995
8,4,82,976.861,515.9,5888,874.353,43.769,2.119,0.092,B,958.548,476.147,18.312999999999988,39.752999999999986
8,4,83,976.861,517.24,5911,875.693,44.989,1.34,0.058,B,958.548,476.147,18.312999999999988,41.09300000000002
8,4,84,982.221,516.57,5934,881.095,46.845,5.402,0.235,B,958.548,476.147,23.673000000000002,40.42300000000006
8,4,85,985.571,515.23,5957,884.703,47.516,3.608,0.157,B,958.548,476.147,27.023000000000025,39.08300000000003
8,4,86,992.941,510.54,5980,893.439,48.64,8.736,0.38,B,958.548,476.147,34.39300000000003,34.39300000000003
8,4,87,1002.991,507.19,6003,904.032,54.212,10.594,0.461,B,958.548,476.147,44.442999999999984,31.043000000000006
8,4,88,1008.351,504.51,6026,910.025,57.314,5.993,0.261,B,958.548,476.147,49.803,28.363
8,5,1,954.416,494.125,4025,0,0,NA,NA,B,954.416,494.125,0,0
8,5,2,954.081,504.51,4048,10.39,10.39,10.39,0.452,B,954.416,494.125,-0.3350000000000364,10.384999999999991
8,5,3,968.821,510.875,4071,26.446,22.092,16.056,0.698,B,954.416,494.125,14.404999999999973,16.75
8,5,4,970.496,515.23,4094,31.112,26.533,4.666,0.203,B,954.416,494.125,16.079999999999927,21.105000000000018
8,5,5,972.841,521.26,4117,37.582,32.799,6.47,0.281,B,954.416,494.125,18.424999999999955,27.13499999999999
8,5,6,979.541,529.3,4140,48.048,43.227,10.466,0.455,B,954.416,494.125,25.125,35.174999999999955
8,5,7,982.221,533.767,4163,53.257,48.421,5.209,0.226,B,954.416,494.125,27.80499999999995,39.64200000000005
8,5,8,984.008,535.554,4186,55.783,50.911,2.527,0.11,B,954.416,494.125,29.591999999999985,41.428999999999974
8,5,9,988.474,544.487,4209,65.771,60.797,9.988,0.434,B,954.416,494.125,34.05799999999999,50.361999999999966
8,5,10,998.301,548.06,4232,76.227,69.533,10.456,0.455,B,954.416,494.125,43.88499999999999,53.934999999999945
8,5,11,1004.554,548.954,4255,82.544,74.297,6.317,0.275,B,954.416,494.125,50.13799999999992,54.82899999999995
8,5,12,1009.021,550.74,4278,87.355,78.657,4.811,0.209,B,954.416,494.125,54.604999999999905,56.61500000000001
8,5,13,1009.021,547.167,4301,90.928,76.126,3.573,0.155,B,954.416,494.125,54.604999999999905,53.04200000000003
8,5,14,984.008,525.727,4324,123.873,43.294,32.945,1.432,B,954.416,494.125,29.591999999999985,31.601999999999975
8,5,15,973.288,523.94,4347,134.741,35.286,10.868,0.473,B,954.416,494.125,18.871999999999957,29.815000000000055
8,5,16,955.421,524.834,4370,152.63,30.725,17.889,0.778,B,954.416,494.125,1.0049999999999955,30.708999999999946
8,5,17,951.848,540.914,4393,169.102,46.859,16.472,0.716,B,954.416,494.125,-2.5680000000000973,46.78899999999999
8,5,18,960.781,555.207,4416,185.957,61.412,16.855,0.733,B,954.416,494.125,6.364999999999895,61.081999999999994
8,5,19,970.608,565.927,4439,200.5,73.605,14.542,0.632,B,954.416,494.125,16.191999999999894,71.80200000000002
8,5,20,980.434,576.647,4462,215.042,86.526,14.542,0.632,B,954.416,494.125,26.017999999999915,82.52200000000005
8,5,21,981.328,585.581,4485,224.02,95.332,8.978,0.39,B,954.416,494.125,26.91199999999992,91.45600000000002
8,5,22,978.648,592.727,4508,231.653,101.536,7.633,0.332,B,954.416,494.125,24.23199999999997,98.60199999999998
8,5,23,978.648,599.874,4531,238.799,108.489,7.147,0.311,B,954.416,494.125,24.23199999999997,105.74900000000002
8,5,24,976.861,612.381,4554,251.433,120.366,12.634,0.549,B,954.416,494.125,22.444999999999936,118.25599999999997
8,5,25,967.928,620.421,4577,263.452,127.016,12.019,0.523,B,954.416,494.125,13.511999999999944,126.29600000000005
8,5,26,960.781,632.034,4600,277.088,138.055,13.636,0.593,B,954.416,494.125,6.364999999999895,137.909
8,5,27,958.994,632.034,4623,278.874,137.984,1.787,0.078,B,954.416,494.125,4.5779999999999745,137.909
8,5,28,959.888,630.247,4646,280.872,136.232,1.998,0.087,B,954.416,494.125,5.47199999999998,136.12199999999996
8,5,29,959.888,630.247,4669,280.872,136.232,0,0,B,954.416,494.125,5.47199999999998,136.12199999999996
8,5,30,951.848,642.754,4692,295.74,148.651,14.868,0.646,B,954.416,494.125,-2.5680000000000973,148.62900000000002
8,5,31,938.447,659.727,4715,317.365,166.37,21.625,0.94,B,954.416,494.125,-15.969000000000051,165.60199999999998
8,5,32,925.941,662.407,4738,330.156,170.674,12.791,0.556,B,954.416,494.125,-28.475000000000023,168.28200000000004
8,5,33,931.301,664.194,4761,335.806,171.632,5.65,0.246,B,954.416,494.125,-23.11500000000001,170.06899999999996
8,5,34,917.454,668.661,4784,350.355,178.406,14.549,0.633,B,954.416,494.125,-36.9620000000001,174.53599999999994
8,5,35,903.607,667.321,4807,364.267,180.494,13.911,0.605,B,954.416,494.125,-50.80900000000008,173.19600000000003
8,5,36,906.287,665.981,4830,367.263,178.467,2.996,0.13,B,954.416,494.125,-48.12900000000002,171.856
8,5,37,909.861,665.087,4853,370.946,176.672,3.683,0.16,B,954.416,494.125,-44.555000000000064,170.962
8,5,38,904.501,661.961,4876,377.152,175.1,6.205,0.27,B,954.416,494.125,-49.91500000000008,167.836
8,5,39,900.034,658.834,4899,382.604,173.454,5.452,0.237,B,954.416,494.125,-54.38200000000006,164.70899999999995
8,5,40,895.567,657.047,4922,387.415,173.224,4.811,0.209,B,954.416,494.125,-58.849000000000046,162.92200000000003
8,5,41,888.421,653.474,4945,395.405,172.474,7.99,0.347,B,954.416,494.125,-65.995,159.34900000000005
8,5,42,883.954,653.027,4968,399.894,173.824,4.489,0.195,B,954.416,494.125,-70.4620000000001,158.90200000000004
8,5,43,879.934,650.347,4991,404.725,173.069,4.831,0.21,B,954.416,494.125,-74.48200000000008,156.22199999999998
8,5,44,873.234,647.221,5014,412.119,173.288,7.394,0.321,B,954.416,494.125,-81.18200000000002,153.096
8,5,45,869.214,650.347,5037,417.212,177.945,5.093,0.221,B,954.416,494.125,-85.202,156.22199999999998
8,5,46,865.194,656.154,5060,424.274,184.97,7.062,0.307,B,954.416,494.125,-89.2220000000001,162.029
8,5,47,859.387,654.814,5083,430.233,186.685,5.959,0.259,B,954.416,494.125,-95.02900000000011,160.68899999999996
8,5,48,852.687,655.261,5106,436.948,190.56,6.715,0.292,B,954.416,494.125,-101.72900000000004,161.13599999999997
8,5,49,848.221,657.941,5129,442.157,195.225,5.209,0.226,B,954.416,494.125,-106.19500000000005,163.81600000000003
8,5,50,841.967,659.281,5152,448.553,199.802,6.395,0.278,B,954.416,494.125,-112.44900000000007,165.15599999999995
8,5,51,839.287,658.834,5175,451.269,200.956,2.717,0.118,B,954.416,494.125,-115.12900000000002,164.70899999999995
8,5,52,834.821,657.941,5198,455.825,202.826,4.555,0.198,B,954.416,494.125,-119.59500000000003,163.81600000000003
8,5,53,834.821,657.941,5221,455.825,202.826,0,0,B,954.416,494.125,-119.59500000000003,163.81600000000003
8,5,54,823.207,653.474,5244,468.267,206.416,12.443,0.541,B,954.416,494.125,-131.20900000000006,159.34900000000005
8,5,55,832.141,655.261,5267,477.378,202.276,9.11,0.396,B,954.416,494.125,-122.27500000000009,161.13599999999997
8,5,56,829.461,655.261,5290,480.058,203.908,2.68,0.117,B,954.416,494.125,-124.95500000000004,161.13599999999997
8,5,57,827.674,654.367,5313,482.055,204.306,1.998,0.087,B,954.416,494.125,-126.74200000000008,160.24199999999996
8,5,58,816.061,645.434,5336,496.707,205.028,14.652,0.637,B,954.416,494.125,-138.35500000000002,151.30899999999997
8,5,59,809.807,639.181,5359,505.55,204.823,8.844,0.385,B,954.416,494.125,-144.60900000000004,145.05600000000004
8,5,60,811.594,635.607,5382,509.546,201.035,3.995,0.174,B,954.416,494.125,-142.822,141.48199999999997
8,5,61,812.487,652.581,5405,526.542,212.725,16.997,0.739,B,954.416,494.125,-141.9290000000001,158.45600000000002
8,5,62,810.701,643.647,5428,535.653,207.39,9.11,0.396,B,954.416,494.125,-143.71500000000003,149.52200000000005
8,5,63,817.847,643.647,5451,542.799,202.504,7.147,0.311,B,954.416,494.125,-136.56900000000007,149.52200000000005
8,5,64,820.527,647.221,5474,547.266,203.382,4.467,0.194,B,954.416,494.125,-133.889,153.096
8,5,65,820.527,647.221,5497,547.266,203.382,0,0,B,954.416,494.125,-133.889,153.096
8,5,66,820.527,643.647,5520,550.839,200.706,3.573,0.155,B,954.416,494.125,-133.889,149.52200000000005
8,5,67,816.061,639.181,5543,557.156,200.457,6.317,0.275,B,954.416,494.125,-138.35500000000002,145.05600000000004
8,5,68,815.167,638.287,5566,558.42,200.431,1.263,0.055,B,954.416,494.125,-139.24900000000002,144.16200000000003
8,5,69,815.167,638.287,5589,558.42,200.431,0,0,B,954.416,494.125,-139.24900000000002,144.16200000000003
8,5,70,810.701,633.821,5612,564.736,200.421,6.317,0.275,B,954.416,494.125,-143.71500000000003,139.69600000000003
8,5,71,802.661,621.314,5635,579.604,198.006,14.868,0.646,B,954.416,494.125,-151.7550000000001,127.18899999999996
8,5,72,799.981,619.527,5658,582.825,198.937,3.221,0.14,B,954.416,494.125,-154.43500000000006,125.40200000000004
8,5,73,799.981,619.527,5681,582.825,198.937,0,0,B,954.416,494.125,-154.43500000000006,125.40200000000004
8,5,74,797.301,614.167,5704,588.818,197.725,5.993,0.261,B,954.416,494.125,-157.115,120.04200000000003
8,5,75,796.407,601.661,5727,601.357,191.129,12.539,0.545,B,954.416,494.125,-158.00900000000001,107.53599999999994
8,5,76,783.901,598.981,5750,614.147,200.175,12.791,0.556,B,954.416,494.125,-170.5150000000001,104.856
8,5,77,783.901,596.301,5773,616.827,198.784,2.68,0.117,B,954.416,494.125,-170.5150000000001,102.17600000000004
8,5,78,784.794,589.154,5796,624.029,194.427,7.202,0.313,B,954.416,494.125,-169.62200000000007,95.029
8,5,79,784.794,587.367,5819,625.816,193.56,1.787,0.078,B,954.416,494.125,-169.62200000000007,93.24199999999996
8,5,80,784.794,585.581,5842,627.603,192.706,1.787,0.078,B,954.416,494.125,-169.62200000000007,91.45600000000002
8,5,81,784.794,582.901,5865,630.283,191.449,2.68,0.117,B,954.416,494.125,-169.62200000000007,88.77599999999995
8,5,82,781.221,585.581,5888,634.749,195.859,4.467,0.194,B,954.416,494.125,-173.19500000000005,91.45600000000002
8,5,83,780.327,582.007,5911,638.433,195.013,3.683,0.16,B,954.416,494.125,-174.08900000000006,87.88199999999995
8,5,84,779.434,580.221,5934,640.43,195.015,1.998,0.087,B,954.416,494.125,-174.98200000000008,86.096
8,5,85,779.434,576.647,5957,644.004,193.464,3.573,0.155,B,954.416,494.125,-174.98200000000008,82.52200000000005
8,5,86,778.541,576.647,5980,644.897,194.273,0.893,0.039,B,954.416,494.125,-175.875,82.52200000000005
8,5,87,772.287,573.074,6003,652.099,198.503,7.202,0.313,B,954.416,494.125,-182.12900000000002,78.94899999999996
8,5,88,769.607,572.181,6026,654.924,200.616,2.825,0.123,B,954.416,494.125,-184.80900000000008,78.05600000000004
8,5,89,769.607,572.181,6049,654.924,200.616,0,0,B,954.416,494.125,-184.80900000000008,78.05600000000004
8,7,1,975.186,801.656,3818,0,0,NA,NA,B,975.186,801.656,0,0
8,7,3,976.191,800.986,3841,1.208,1.208,1.208,0.053,B,975.186,801.656,1.0049999999999955,-0.6699999999999591
8,7,4,971.836,804.671,3864,6.913,4.507,5.705,0.248,B,975.186,801.656,-3.3500000000000227,3.0150000000001
8,7,5,967.146,807.686,3887,12.488,10.05,5.576,0.242,B,975.186,801.656,-8.040000000000077,6.030000000000086
8,7,6,962.791,813.381,3910,19.658,17.062,7.169,0.312,B,975.186,801.656,-12.394999999999982,11.725000000000023
8,7,7,957.766,819.746,3933,27.767,25.114,8.109,0.353,B,975.186,801.656,-17.420000000000073,18.090000000000032
8,7,8,956.426,824.101,3956,32.324,29.253,4.556,0.198,B,975.186,801.656,-18.75999999999999,22.44500000000005
8,7,9,952.406,833.816,3979,42.837,39.411,10.514,0.457,B,975.186,801.656,-22.780000000000086,32.16000000000008
8,7,10,948.051,838.171,4002,48.996,45.493,6.159,0.268,B,975.186,801.656,-27.13499999999999,36.5150000000001
8,7,11,943.696,842.861,4025,55.397,51.86,6.4,0.278,B,975.186,801.656,-31.49000000000001,41.20500000000004
8,7,12,944.701,845.206,4048,57.948,53.16,2.551,0.111,B,975.186,801.656,-30.485000000000014,43.55000000000007
8,7,13,948.721,853.916,4071,67.541,58.579,9.593,0.417,B,975.186,801.656,-26.465000000000032,52.260000000000105
8,7,15,953.188,859.387,4094,74.604,61.781,7.063,0.307,B,975.186,801.656,-21.998000000000047,57.730999999999995
8,7,16,953.188,869.661,4117,84.877,71.475,10.273,0.447,B,975.186,801.656,-21.998000000000047,68.005
8,7,17,957.654,874.574,4140,91.518,74.996,6.64,0.289,B,975.186,801.656,-17.53200000000004,72.918
8,7,18,962.121,883.507,4163,101.505,82.888,9.988,0.434,B,975.186,801.656,-13.065000000000055,81.851
8,7,19,966.588,892.887,4186,111.895,91.636,10.389,0.452,B,975.186,801.656,-8.59800000000007,91.231
8,7,20,967.481,903.161,4209,122.207,101.797,10.312,0.448,B,975.186,801.656,-7.705000000000041,101.505
8,7,21,964.801,909.414,4232,129.01,108.258,6.803,0.296,B,975.186,801.656,-10.384999999999991,107.75800000000004
8,7,22,962.568,917.901,4255,137.786,116.928,8.776,0.382,B,975.186,801.656,-12.618000000000052,116.245
8,7,23,960.781,921.921,4278,142.185,121.125,4.399,0.191,B,975.186,801.656,-14.405000000000086,120.2650000000001
8,7,24,964.801,921.251,4301,146.26,120.045,4.075,0.177,B,975.186,801.656,-10.384999999999991,119.59500000000003
8,7,25,958.101,927.951,4324,155.736,127.445,9.475,0.412,B,975.186,801.656,-17.085000000000036,126.29500000000007
8,7,26,953.411,927.281,4347,160.473,127.498,4.738,0.206,B,975.186,801.656,-21.77500000000009,125.625
8,7,27,953.411,925.941,4370,161.813,126.178,1.34,0.058,B,975.186,801.656,-21.77500000000009,124.28500000000008
8,7,28,950.731,925.941,4393,164.493,126.668,2.68,0.117,B,975.186,801.656,-24.45500000000004,124.28500000000008
8,7,29,950.061,917.231,4416,173.229,118.275,8.736,0.38,B,975.186,801.656,-25.125,115.57500000000005
8,7,30,944.031,902.491,4439,189.155,105.538,15.926,0.692,B,975.186,801.656,-31.155000000000086,100.83500000000004
8,7,31,942.691,887.751,4462,203.955,92.023,14.801,0.644,B,975.186,801.656,-32.495000000000005,86.09500000000003
8,7,32,946.041,883.731,4485,209.188,87.096,5.233,0.228,B,975.186,801.656,-29.144999999999982,82.07500000000005
8,7,33,950.061,887.081,4508,214.421,89.043,5.233,0.228,B,975.186,801.656,-25.125,85.42500000000007
8,7,34,950.061,886.411,4531,215.091,88.401,0.67,0.029,B,975.186,801.656,-25.125,84.755
8,7,35,950.061,878.371,4554,223.131,80.725,8.04,0.35,B,975.186,801.656,-25.125,76.71500000000003
8,7,36,944.031,872.341,4577,231.659,77.246,8.528,0.371,B,975.186,801.656,-31.155000000000086,70.68500000000006
8,7,37,946.041,879.711,4600,239.298,83.319,7.639,0.332,B,975.186,801.656,-29.144999999999982,78.05500000000006
8,7,38,950.061,874.351,4623,245.998,76.914,6.7,0.291,B,975.186,801.656,-25.125,72.69500000000005
8,7,39,948.721,870.331,4646,250.236,73.598,4.237,0.184,B,975.186,801.656,-26.465000000000032,68.67500000000007
8,7,40,948.721,864.971,4669,255.596,68.624,5.36,0.233,B,975.186,801.656,-26.465000000000032,63.315000000000055
8,7,41,952.071,863.631,4692,259.204,66.145,3.608,0.157,B,975.186,801.656,-23.11500000000001,61.97500000000002
8,7,42,961.451,850.901,4715,275.016,51.125,15.813,0.688,B,975.186,801.656,-13.735000000000014,49.245000000000005
8,7,43,966.811,844.201,4738,283.596,43.362,8.58,0.373,B,975.186,801.656,-8.375,42.54500000000007
8,7,44,976.861,828.791,4761,301.994,27.187,18.398,0.8,B,975.186,801.656,1.6749999999999545,27.135000000000105
8,7,45,992.048,814.274,4784,323.003,21.06,21.009,0.913,B,975.186,801.656,16.861999999999966,12.618000000000052
8,7,46,999.194,807.127,4807,333.11,24.624,10.107,0.439,B,975.186,801.656,24.007999999999925,5.471000000000004
8,7,47,1007.234,800.874,4830,343.295,32.058,10.186,0.443,B,975.186,801.656,32.048,-0.7819999999999254
8,7,48,1012.594,795.514,4853,350.875,37.909,7.58,0.33,B,975.186,801.656,37.408000000000015,-6.141999999999939
8,7,49,1017.954,788.367,4876,359.809,44.785,8.933,0.388,B,975.186,801.656,42.767999999999915,-13.288999999999987
8,7,50,1025.101,785.687,4899,367.441,52.407,7.633,0.332,B,975.186,801.656,49.91500000000008,-15.968999999999937
8,7,51,1026.888,784.794,4922,369.439,54.382,1.998,0.087,B,975.186,801.656,51.701999999999884,-16.861999999999966
8,7,52,1030.461,783.007,4945,373.434,58.336,3.995,0.174,B,975.186,801.656,55.27499999999998,-18.649
8,7,53,1040.288,773.181,4968,387.331,71.057,13.897,0.604,B,975.186,801.656,65.10199999999998,-28.47499999999991
8,7,54,1046.541,771.394,4991,393.835,77.507,6.504,0.283,B,975.186,801.656,71.3549999999999,-30.261999999999944
8,7,55,1051.008,768.714,5014,399.044,82.669,5.209,0.226,B,975.186,801.656,75.822,-32.941999999999894
8,7,56,1057.261,764.247,5037,406.728,90.198,7.685,0.334,B,975.186,801.656,82.07499999999993,-37.40899999999999
8,7,57,1057.261,764.247,5060,406.728,90.198,0,0,B,975.186,801.656,82.07499999999993,-37.40899999999999
8,7,58,1058.154,762.461,5083,408.726,91.761,1.998,0.087,B,975.186,801.656,82.96799999999996,-39.194999999999936
8,7,59,1053.688,757.994,5106,415.043,89.827,6.317,0.275,B,975.186,801.656,78.50200000000007,-43.66199999999992
8,7,60,1053.688,753.527,5129,419.51,92.081,4.467,0.194,B,975.186,801.656,78.50200000000007,-48.128999999999905
8,7,61,1051.901,749.061,5152,424.32,93.013,4.811,0.209,B,975.186,801.656,76.71500000000003,-52.594999999999914
8,7,62,1049.221,734.767,5175,438.863,99.776,14.542,0.632,B,975.186,801.656,74.03499999999997,-66.8889999999999
8,7,63,1051.008,730.301,5198,443.673,104.118,4.811,0.209,B,975.186,801.656,75.822,-71.3549999999999
8,7,64,1051.008,721.367,5221,452.607,110.432,8.933,0.388,B,975.186,801.656,75.822,-80.28899999999999
8,7,65,1053.688,725.834,5244,457.816,109.14,5.209,0.226,B,975.186,801.656,78.50200000000007,-75.822
8,7,66,1059.941,722.261,5267,465.018,116.134,7.202,0.313,B,975.186,801.656,84.755,-79.39499999999998
8,7,67,1059.941,719.581,5290,467.698,117.982,2.68,0.117,B,975.186,801.656,84.755,-82.07499999999993
8,7,68,1058.154,715.114,5313,472.509,119.888,4.811,0.209,B,975.186,801.656,82.96799999999996,-86.54199999999992
8,7,69,1058.154,715.114,5336,472.509,119.888,0,0,B,975.186,801.656,82.96799999999996,-86.54199999999992
8,7,70,1059.048,713.327,5359,474.506,121.798,1.998,0.087,B,975.186,801.656,83.86199999999997,-88.32899999999995
8,7,71,1060.834,712.434,5382,476.504,123.678,1.998,0.087,B,975.186,801.656,85.64800000000002,-89.22199999999998
8,7,72,1053.688,722.261,5405,488.655,111.652,12.151,0.528,B,975.186,801.656,78.50200000000007,-79.39499999999998
8,7,73,1058.154,714.221,5428,497.852,120.535,9.197,0.4,B,975.186,801.656,82.96799999999996,-87.43499999999995
8,7,74,1058.154,714.221,5451,497.852,120.535,0,0,B,975.186,801.656,82.96799999999996,-87.43499999999995
8,7,75,1058.154,715.114,5474,498.745,119.888,0.893,0.039,B,975.186,801.656,82.96799999999996,-86.54199999999992
8,7,76,1058.154,715.114,5497,498.745,119.888,0,0,B,975.186,801.656,82.96799999999996,-86.54199999999992
8,7,77,1054.581,708.861,5520,505.948,122.125,7.202,0.313,B,975.186,801.656,79.39499999999987,-92.79499999999996
8,7,78,1046.541,698.141,5543,519.348,125.726,13.4,0.583,B,975.186,801.656,71.3549999999999,-103.51499999999999
8,7,79,1045.648,686.527,5566,530.995,134.979,11.648,0.506,B,975.186,801.656,70.46199999999988,-115.1289999999999
8,7,80,1047.434,687.421,5589,532.993,135.165,1.998,0.087,B,975.186,801.656,72.24799999999993,-114.2349999999999
8,7,81,1049.221,685.634,5612,535.52,137.631,2.527,0.11,B,975.186,801.656,74.03499999999997,-116.02199999999993
8,7,82,1051.901,682.061,5635,539.986,142.085,4.467,0.194,B,975.186,801.656,76.71500000000003,-119.59499999999991
