LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone
4,6,76,633.821,824.101,3611,261.463,119.538,2.996,0.13,B
4,6,83,627.121,842.861,3634,281.383,99.627,19.921,0.866,B
4,6,84,626.451,844.871,3657,283.502,97.511,2.119,0.092,B
4,6,85,625.111,846.211,3680,285.397,95.774,1.895,0.082,B
4,6,86,625.111,851.571,3703,290.757,90.798,5.36,0.233,B
4,6,87,617.741,860.281,3726,302.167,80.01,11.41,0.496,B
4,6,88,621.091,875.691,3749,317.937,67.196,15.77,0.686,B
4,6,89,612.381,882.391,3772,328.926,57.453,10.989,0.478,B
4,6,90,616.401,899.141,3795,346.151,44.668,17.226,0.749,B
4,6,91,615.061,903.831,3818,351.029,40.106,4.878,0.212,B
4,6,92,612.381,897.801,3841,357.628,43.61,6.599,0.287,B
4,6,93,612.381,897.801,3864,357.628,43.61,0,0,B
4,6,94,612.381,897.801,3887,357.628,43.61,0,0,B
4,6,95,611.711,901.821,3910,361.703,39.825,4.075,0.177,B
4,6,96,613.051,909.191,3933,369.194,34.683,7.491,0.326,B
4,6,97,613.051,916.561,3956,376.564,29.489,7.37,0.32,B
4,6,98,613.051,925.271,3979,385.274,24.814,8.71,0.379,B
4,6,99,615.061,938.001,4002,398.162,24.75,12.888,0.56,B
4,6,100,609.701,949.391,4025,410.75,23.756,12.588,0.547,B
4,6,101,609.701,951.401,4048,412.76,24.985,2.01,0.087,B
4,6,102,609.701,960.111,4071,421.47,31.262,8.71,0.379,B
4,6,103,607.021,965.471,4094,427.463,34.263,5.993,0.261,B
4,6,104,607.691,969.491,4117,431.538,38.129,4.075,0.177,B
4,6,105,603.671,964.131,4140,438.238,31.551,6.7,0.291,B
4,6,106,603.671,970.831,4163,444.938,37.738,6.7,0.291,B
4,6,107,601.661,976.861,4186,451.294,42.868,6.356,0.276,B
4,6,108,597.641,970.831,4209,458.541,36.069,7.247,0.315,B
4,6,109,597.641,973.511,4232,461.221,38.699,2.68,0.117,B
4,6,110,595.631,979.541,4255,467.578,44.358,6.356,0.276,B
4,6,111,590.941,981.551,4278,472.68,46.065,5.103,0.222,B
4,6,112,589.601,968.151,4301,486.147,32.673,13.467,0.586,B
4,7,1,572.851,944.031,1909,0,0,NA,NA,B
4,7,2,574.191,953.076,1932,9.144,9.144,9.144,0.398,B
4,7,3,579.551,958.101,1955,16.491,15.584,7.347,0.319,B
4,7,4,586.251,964.466,1978,25.732,24.437,9.241,0.402,B
4,7,5,591.611,958.771,2001,33.553,23.858,7.821,0.34,B
4,7,6,592.616,958.436,2024,34.612,24.457,1.059,0.046,B
4,7,7,592.616,958.101,2047,34.947,24.262,0.335,0.015,B
4,7,8,592.616,958.101,2070,34.947,24.262,0,0,B
4,7,9,594.291,964.466,2093,41.529,29.619,6.582,0.286,B
4,7,10,594.291,966.141,2116,43.204,30.798,1.675,0.073,B
4,7,11,591.611,969.491,2139,47.494,31.625,4.29,0.187,B
4,7,12,595.631,974.181,2162,53.671,37.788,6.177,0.269,B
4,7,13,597.641,975.856,2185,56.288,40.341,2.616,0.114,B
4,7,14,601.661,982.556,2208,64.101,48.106,7.813,0.34,B
4,7,15,605.681,988.251,2231,71.072,55.075,6.971,0.303,B
4,7,16,605.681,988.251,2254,71.072,55.075,0,0,B
4,7,17,605.681,988.921,2277,71.742,55.614,0.67,0.029,B
4,7,18,605.681,988.921,2300,71.742,55.614,0,0,B
4,7,19,605.681,989.591,2323,72.412,56.156,0.67,0.029,B
4,7,20,607.021,991.601,2346,74.828,58.57,2.416,0.105,B
4,7,21,609.701,996.291,2369,80.229,63.946,5.402,0.235,B
4,7,22,613.051,1003.661,2392,88.325,71.915,8.096,0.352,B
4,7,23,617.071,1009.691,2415,95.572,79.162,7.247,0.315,B
4,7,24,623.771,1020.411,2438,108.214,91.797,12.642,0.55,B
4,7,25,623.771,1021.751,2461,109.554,92.915,1.34,0.058,B
4,7,26,626.451,1025.771,2484,114.385,97.747,4.831,0.21,B
4,7,27,627.791,1028.451,2507,117.382,100.723,2.996,0.13,B
4,7,28,631.811,1033.141,2530,123.559,106.85,6.177,0.269,B
4,7,29,630.471,1037.161,2553,127.796,109.514,4.237,0.184,B
4,7,30,628.461,1041.181,2576,132.291,111.94,4.495,0.195,B
4,7,31,629.131,1045.201,2599,136.366,115.771,4.075,0.177,B
4,7,32,629.131,1045.201,2622,136.366,115.771,0,0,B
4,7,33,629.131,1047.211,2645,138.376,117.531,2.01,0.087,B
4,7,34,629.131,1047.211,2668,138.376,117.531,0,0,B
4,7,35,629.131,1047.211,2691,138.376,117.531,0,0,B
4,7,36,630.471,1051.901,2714,143.254,122.295,4.878,0.212,B
4,7,37,630.471,1060.611,2737,151.964,130.042,8.71,0.379,B
4,7,38,621.761,1071.331,2760,165.776,136.373,13.812,0.601,B
4,7,39,621.761,1070.661,2783,166.446,135.747,0.67,0.029,B
4,7,40,621.761,1070.661,2806,166.446,135.747,0,0,B
4,7,41,623.101,1067.981,2829,169.443,133.749,2.996,0.13,B
4,7,42,623.101,1067.981,2852,169.443,133.749,0,0,B
4,7,43,616.401,1065.301,2875,176.659,128.853,7.216,0.314,B
4,7,44,616.401,1065.301,2898,176.659,128.853,0,0,B
4,7,45,615.731,1065.301,2921,177.329,128.628,0.67,0.029,B
4,7,46,614.391,1065.301,2944,178.669,128.187,1.34,0.058,B
4,7,47,608.361,1064.631,2967,184.736,125.719,6.067,0.264,B
4,7,48,608.361,1064.631,2990,184.736,125.719,0,0,B
4,7,49,598.981,1064.631,3013,194.116,123.398,9.38,0.408,B
4,7,50,596.301,1064.631,3036,196.796,122.859,2.68,0.117,B
4,7,51,595.631,1064.631,3059,197.466,122.733,0.67,0.029,B
4,7,52,594.291,1066.641,3082,199.882,124.471,2.416,0.105,B
4,7,53,593.621,1067.311,3105,200.829,125.018,0.948,0.041,B
4,7,54,593.621,1067.311,3128,200.829,125.018,0,0,B
4,7,55,594.291,1065.971,3151,202.327,123.811,1.498,0.065,B
4,7,56,590.941,1067.311,3174,205.935,124.6,3.608,0.157,B
4,7,57,590.941,1067.311,3197,205.935,124.6,0,0,B
4,7,58,589.601,1067.311,3220,207.275,124.413,1.34,0.058,B
4,7,59,587.591,1071.331,3243,211.77,128.151,4.495,0.195,B
4,7,60,578.211,1063.291,3266,224.124,119.38,12.354,0.537,B
4,7,61,576.871,1063.291,3289,225.464,119.328,1.34,0.058,B
4,7,62,573.521,1061.951,3312,229.072,117.922,3.608,0.157,B
4,7,63,568.831,1060.611,3335,233.95,116.649,4.878,0.212,B
4,7,64,555.43,1056.591,3358,247.94,113.9,13.99,0.608,B
4,7,65,546.05,1055.921,3381,257.344,115.055,9.404,0.409,B
4,7,66,543.37,1054.581,3404,260.34,114.413,2.996,0.13,B
4,7,67,541.36,1055.251,3427,262.459,115.592,2.119,0.092,B
4,7,68,535.33,1053.241,3450,268.815,115.476,6.356,0.276,B
4,7,69,530.64,1049.221,3473,274.992,113.343,6.177,0.269,B
4,7,70,519.92,1047.211,3496,285.899,115.964,10.907,0.474,B
4,7,71,509.87,1043.861,3519,296.492,118.036,10.594,0.461,B
4,7,72,507.19,1043.861,3542,299.172,119.488,2.68,0.117,B
4,7,73,505.18,1047.434,3565,303.272,123.578,4.1,0.178,B
4,7,74,506.967,1046.541,3588,305.27,121.856,1.998,0.087,B
4,7,75,497.14,1041.181,3611,316.463,123.167,11.193,0.487,B
4,7,76,498.927,1041.181,3634,318.25,122.077,1.787,0.078,B
4,7,77,504.287,1042.074,3657,323.684,119.639,5.434,0.236,B
4,7,78,505.18,1042.074,3680,324.577,119.129,0.893,0.039,B
4,7,79,505.18,1042.074,3703,324.577,119.129,0,0,B
4,7,80,505.18,1042.074,3726,324.577,119.129,0,0,B
4,7,81,505.18,1042.074,3749,324.577,119.129,0,0,B
4,7,82,505.18,1042.074,3772,324.577,119.129,0,0,B
4,7,83,505.18,1042.074,3795,324.577,119.129,0,0,B
4,7,84,495.354,1041.181,3818,334.444,124.273,9.867,0.429,B
4,7,85,481.954,1037.608,3841,348.313,130.456,13.868,0.603,B
4,7,86,464.98,1035.821,3864,365.38,141.638,17.067,0.742,B
4,7,87,453.367,1035.821,3887,376.993,150.671,11.613,0.505,B
4,7,88,453.367,1035.821,3910,376.993,150.671,0,0,B
4,7,89,453.367,1035.821,3933,376.993,150.671,0,0,B
4,7,90,454.26,1035.821,3956,377.887,149.963,0.893,0.039,B
4,7,91,454.26,1035.821,3979,377.887,149.963,0,0,B
4,7,92,454.26,1035.821,4002,377.887,149.963,0,0,B
4,7,93,454.26,1035.821,4025,377.887,149.963,0,0,B
4,7,94,454.26,1035.821,4048,377.887,149.963,0,0,B
4,7,95,454.26,1035.821,4071,377.887,149.963,0,0,B
4,7,96,454.26,1035.821,4094,377.887,149.963,0,0,B
4,7,97,454.26,1035.821,4117,377.887,149.963,0,0,B
4,7,98,454.26,1040.288,4140,382.353,152.738,4.467,0.194,B
4,7,99,454.26,1040.288,4163,382.353,152.738,0,0,B
4,7,100,456.047,1037.608,4186,385.574,149.665,3.221,0.14,B
4,7,101,465.874,1038.501,4209,395.441,142.719,9.867,0.429,B
4,7,102,482.847,1038.501,4232,412.415,130.481,16.973,0.738,B
4,7,103,489.994,1039.394,4255,419.617,126.331,7.202,0.313,B
4,7,104,489.994,1039.394,4278,419.617,126.331,0,0,B
4,7,105,489.994,1039.394,4301,419.617,126.331,0,0,B
4,7,106,491.78,1040.288,4324,421.615,125.848,1.998,0.087,B
4,7,107,492.674,1038.501,4347,423.612,123.907,1.998,0.087,B
4,7,109,494.125,1038.501,4370,425.064,122.972,1.452,0.063,B
4,7,110,494.795,1038.501,4393,425.734,122.545,0.67,0.029,B
4,8,1,488.877,1042.744,5175,0,0,NA,NA,B
4,8,2,482.177,1040.511,5198,7.062,7.062,7.062,0.307,B
4,8,3,460.625,1043.861,5221,28.873,28.274,21.81,0.948,B
4,8,4,452.92,1047.881,5244,37.564,36.322,8.691,0.378,B
4,8,5,444.21,1052.236,5267,47.302,45.664,9.738,0.423,B
4,8,6,438.85,1055.921,5290,53.806,51.733,6.505,0.283,B
4,8,7,438.85,1052.906,5313,56.821,51.048,3.015,0.131,B
4,8,8,439.52,1048.551,5336,61.227,49.697,4.406,0.192,B
4,8,9,438.18,1044.196,5359,65.784,50.717,4.556,0.198,B
4,8,10,437.175,1040.846,5382,69.281,51.737,3.498,0.152,B
4,8,11,434.16,1036.826,5405,74.306,55.036,5.025,0.218,B
4,8,12,430.14,1043.191,5428,81.835,58.738,7.528,0.327,B
4,8,13,428.8,1045.871,5451,84.831,60.158,2.996,0.13,B
4,8,14,425.115,1043.861,5474,89.029,63.772,4.198,0.183,B
4,8,15,425.45,1045.201,5497,90.41,63.474,1.381,0.06,B
4,8,16,425.45,1046.541,5520,91.75,63.54,1.34,0.058,B
4,8,17,423.44,1052.236,5543,97.789,66.122,6.039,0.263,B
4,8,18,427.125,1056.256,5566,103.242,63.213,5.453,0.237,B
4,8,19,428.465,1057.261,5589,104.917,62.131,1.675,0.073,B
4,8,20,428.465,1057.261,5612,104.917,62.131,0,0,B
4,8,21,429.47,1060.276,5635,108.096,61.94,3.178,0.138,B
4,8,22,430.81,1063.961,5658,112.017,61.821,3.921,0.17,B
4,8,23,431.48,1064.966,5681,113.225,61.548,1.208,0.053,B
4,8,24,431.815,1064.296,5704,113.974,60.996,0.749,0.033,B
4,8,25,431.815,1065.971,5727,115.649,61.608,1.675,0.073,B
4,8,26,431.815,1069.321,5750,118.999,62.947,3.35,0.146,B
4,8,27,431.48,1071.331,5773,121.036,64.122,2.038,0.089,B
4,8,28,431.48,1071.331,5796,121.036,64.122,0,0,B
4,8,29,436.84,1067.311,5819,127.736,57.544,6.7,0.291,B
4,8,30,435.835,1063.291,5842,131.88,56.882,4.144,0.18,B
4,8,31,433.49,1061.616,5865,134.762,58.513,2.882,0.125,B
4,8,32,433.49,1061.616,5888,134.762,58.513,0,0,B
4,8,33,433.49,1062.956,5911,136.102,58.959,1.34,0.058,B
4,8,34,438.85,1068.651,5934,143.922,56.337,7.821,0.34,B
4,8,35,433.825,1060.276,5957,153.689,57.776,9.767,0.425,B
4,8,36,434.16,1059.941,5980,154.163,57.355,0.474,0.021,B
4,8,37,434.16,1059.941,6003,154.163,57.355,0,0,B
4,8,38,434.16,1056.256,6026,157.848,56.36,3.685,0.16,B
4,8,39,435.165,1051.566,6049,162.645,54.431,4.796,0.209,B
4,9,1,506.744,1044.978,5175,0,0,NA,NA,B
4,9,2,506.074,1042.968,5198,2.119,2.119,2.119,0.092,B
4,9,3,512.997,1043.638,5221,9.074,6.395,6.956,0.302,B
4,9,4,513.22,1042.744,5244,9.995,6.851,0.921,0.04,B
4,9,5,511.88,1043.638,5267,11.606,5.309,1.61,0.07,B
4,9,6,509.87,1042.186,5290,14.085,4.192,2.479,0.108,B
4,9,7,506.855,1042.856,5313,17.174,2.125,3.089,0.134,B
4,9,8,507.19,1042.186,5336,17.923,2.827,0.749,0.033,B
4,9,9,507.19,1042.186,5359,17.923,2.827,0,0,B
4,9,10,508.865,1040.846,5382,20.068,4.645,2.145,0.093,B
4,9,11,508.53,1043.526,5405,22.769,2.302,2.701,0.117,B
4,9,12,515.565,1046.876,5428,30.561,9.024,7.792,0.339,B
4,9,13,524.945,1051.566,5451,41.048,19.357,10.487,0.456,B
4,9,14,522.6,1047.881,5474,45.416,16.12,4.368,0.19,B
4,9,15,520.925,1044.531,5497,49.161,14.189,3.745,0.163,B
4,9,16,521.595,1042.521,5520,51.28,15.053,2.119,0.092,B
4,9,17,521.595,1042.521,5543,51.28,15.053,0,0,B
4,9,18,528.965,1042.521,5566,58.65,22.357,7.37,0.32,B
4,9,19,538.01,1041.181,5589,67.793,31.496,9.144,0.398,B
4,9,20,546.05,1040.176,5612,75.896,39.599,8.103,0.352,B
4,9,21,548.395,1039.841,5635,78.265,41.967,2.369,0.103,B
4,9,22,553.42,1036.156,5658,84.496,47.503,6.231,0.271,B
4,9,23,554.425,1037.831,5681,86.45,48.214,1.953,0.085,B
4,9,24,559.45,1039.171,5704,91.65,53.026,5.201,0.226,B
4,9,25,559.45,1039.506,5727,91.985,52.99,0.335,0.015,B
4,9,26,561.46,1039.506,5750,93.995,54.99,2.01,0.087,B
4,9,27,562.8,1037.831,5773,96.14,56.51,2.145,0.093,B
4,9,28,568.831,1035.151,5796,102.739,62.86,6.599,0.287,B
4,9,29,582.454,1033.141,5819,116.51,76.63,13.771,0.599,B
4,9,30,589.601,1035.374,5842,123.997,83.411,7.488,0.326,B
4,9,31,594.067,1035.374,5865,128.464,87.85,4.467,0.194,B
4,9,32,598.534,1040.288,5888,135.104,91.91,6.64,0.289,B
4,9,33,600.321,1043.861,5911,139.099,93.583,3.995,0.174,B
4,9,34,598.981,1037.161,5934,145.932,92.567,6.833,0.297,B
4,9,35,598.534,1033.141,5957,149.977,92.55,4.045,0.176,B
4,9,36,598.981,1032.694,5980,150.608,93.051,0.632,0.027,B
4,9,37,599.427,1031.354,6003,152.021,93.679,1.412,0.061,B
4,9,38,600.321,1031.354,6026,152.914,94.563,0.893,0.039,B
4,9,39,600.321,1030.908,6049,153.361,94.629,0.447,0.019,B
4,10,1,574.191,930.966,4508,0,0,NA,NA,B
4,10,2,584.241,919.911,4531,14.94,14.94,14.94,0.65,B
4,10,3,594.291,911.201,4554,28.24,28.19,13.299,0.578,B
4,10,4,599.874,908.967,4577,34.253,33.817,6.013,0.261,B
4,10,5,599.874,909.414,4600,34.7,33.528,0.447,0.019,B
4,10,6,600.767,908.967,4623,35.698,34.5,0.999,0.043,B
4,10,7,600.767,908.967,4646,35.698,34.5,0,0,B
4,10,8,600.767,908.967,4669,35.698,34.5,0,0,B
4,10,9,611.934,898.247,4692,51.178,49.951,15.479,0.673,B
4,10,10,616.847,896.461,4715,56.406,54.865,5.228,0.227,B
4,10,11,624.887,893.334,4738,65.033,63.137,8.627,0.375,B
4,10,12,626.674,891.101,4761,67.893,65.907,2.86,0.124,B
4,10,13,628.461,891.994,4784,69.89,66.813,1.998,0.087,B
4,10,14,628.461,891.994,4807,69.89,66.813,0,0,B
4,10,15,624.887,898.694,4830,77.484,60.097,7.593,0.33,B
4,10,16,620.867,901.821,4853,82.576,55.029,5.093,0.221,B
4,10,17,614.614,907.627,4876,91.11,46.677,8.534,0.371,B
4,10,18,611.934,913.434,4899,97.505,41.616,6.395,0.278,B
4,10,19,607.467,918.794,4922,104.482,35.433,6.977,0.303,B
4,10,20,611.934,924.601,4945,111.808,38.276,7.326,0.319,B
4,10,21,614.614,932.641,4968,120.283,40.458,8.475,0.368,B
4,10,22,606.574,938.001,4991,129.946,33.139,9.663,0.42,B
4,10,23,603.447,939.787,5014,133.547,30.558,3.601,0.157,B
4,10,24,601.661,941.127,5037,135.78,29.289,2.233,0.097,B
4,10,25,595.854,942.467,5060,141.74,24.527,5.959,0.259,B
4,10,26,593.174,949.614,5083,149.372,26.611,7.633,0.332,B
4,10,27,591.834,960.334,5106,160.176,34.261,10.803,0.47,B
4,10,28,591.834,962.568,5129,162.409,36.193,2.233,0.097,B
4,10,29,590.047,969.714,5152,169.776,41.867,7.367,0.32,B
4,10,30,586.027,975.521,5175,176.838,46.101,7.062,0.307,B
4,10,31,579.327,979.988,5198,184.891,49.29,8.052,0.35,B
4,10,32,580.667,982.668,5221,187.887,52.106,2.996,0.13,B
4,10,33,591.611,986.241,5244,199.399,57.955,11.512,0.501,B
4,10,34,584.911,986.911,5267,206.132,56.963,6.733,0.293,B
4,10,35,584.911,988.251,5290,207.472,58.279,1.34,0.058,B
4,10,36,584.911,988.251,5313,207.472,58.279,0,0,B
4,10,37,584.911,988.251,5336,207.472,58.279,0,0,B
4,10,38,584.911,995.621,5359,214.842,65.538,7.37,0.32,B
4,10,39,590.271,1007.011,5382,227.431,77.727,12.588,0.547,B
4,10,40,587.591,1002.321,5405,232.832,72.602,5.402,0.235,B
4,10,41,587.591,1002.321,5428,232.832,72.602,0,0,B
4,10,42,587.591,1008.351,5451,238.862,78.537,6.03,0.262,B
4,10,43,584.911,1012.371,5474,243.694,82.108,4.831,0.21,B
4,10,44,584.911,1007.681,5497,248.384,77.46,4.69,0.204,B
4,10,45,584.911,1008.351,5520,249.054,78.124,0.67,0.029,B
4,10,46,580.891,1012.371,5543,254.739,81.68,5.685,0.247,B
4,10,47,580.221,1008.351,5566,258.814,77.62,4.075,0.177,B
4,10,48,579.551,1008.351,5589,259.484,77.57,0.67,0.029,B
4,10,50,579.551,1007.681,5612,260.154,76.902,0.67,0.029,B
4,10,51,579.551,1007.681,5635,260.154,76.902,0,0,B
4,10,52,589.601,1019.071,5658,275.344,89.443,15.19,0.66,B
4,10,53,594.291,1013.711,5681,282.466,85.151,7.122,0.31,B
4,10,54,592.951,990.261,5704,305.955,62.192,23.488,1.021,B
4,10,55,598.311,969.491,5727,327.405,45.453,21.45,0.933,B
4,10,56,607.021,958.771,5750,341.218,43.022,13.812,0.601,B
4,10,57,607.021,953.411,5773,346.578,39.769,5.36,0.233,B
4,10,58,610.371,949.391,5796,351.811,40.601,5.233,0.228,B
4,10,59,613.051,940.681,5819,360.924,40.056,9.113,0.396,B
4,10,60,610.371,931.301,5842,370.679,36.182,9.755,0.424,B
4,10,61,610.371,929.961,5865,372.019,36.194,1.34,0.058,B
4,10,62,610.371,927.281,5888,374.699,36.367,2.68,0.117,B
4,10,63,610.371,921.251,5911,380.729,37.462,6.03,0.262,B
4,10,64,610.371,918.571,5934,383.409,38.244,2.68,0.117,B
4,10,65,610.371,917.231,5957,384.749,38.699,1.34,0.058,B
4,10,66,610.371,917.231,5980,384.749,38.699,0,0,B
4,10,67,610.371,917.231,6003,384.749,38.699,0,0,B
4,10,68,610.371,917.231,6026,384.749,38.699,0,0,B
4,11,1,565.145,949.893,4508,0,0,NA,NA,B
4,11,2,562.354,953.634,4531,4.668,4.668,4.668,0.203,B
4,11,3,562.354,951.401,4554,6.901,3.173,2.233,0.097,B
4,11,4,566.374,950.954,4577,10.946,1.623,4.045,0.176,B
4,11,5,567.714,950.954,4600,12.286,2.779,1.34,0.058,B
4,11,6,577.094,958.101,4623,24.078,14.496,11.792,0.513,B
4,11,7,577.541,956.761,4646,25.491,14.17,1.412,0.061,B
4,11,8,577.541,956.761,4669,25.491,14.17,0,0,B
4,11,9,576.201,958.994,4692,28.095,14.319,2.604,0.113,B
4,11,10,576.201,958.994,4715,28.095,14.319,0,0,B
4,11,11,576.201,958.994,4738,28.095,14.319,0,0,B
4,11,12,573.967,965.248,4761,34.735,17.708,6.64,0.289,B
4,11,13,573.521,968.374,4784,37.894,20.29,3.158,0.137,B
4,11,14,573.521,968.374,4807,37.894,20.29,0,0,B
4,11,15,573.967,969.268,4830,38.892,21.288,0.999,0.043,B
4,11,16,573.074,969.714,4853,39.891,21.348,0.999,0.043,B
4,11,17,567.714,964.801,4876,47.162,15.127,7.271,0.316,B
4,11,18,560.567,958.548,4899,56.659,9.791,9.496,0.413,B
4,11,19,560.12,954.081,4922,61.148,6.541,4.489,0.195,B
4,11,20,564.14,936.214,4945,79.461,13.716,18.313,0.796,B
4,11,21,570.841,933.087,4968,86.855,17.745,7.394,0.321,B
4,11,22,575.307,931.747,4991,91.518,20.797,4.663,0.203,B
4,11,23,582.007,930.854,5014,98.277,25.432,6.759,0.294,B
4,11,24,580.221,929.514,5037,100.511,25.349,2.233,0.097,B
4,11,25,573.967,929.514,5060,106.764,22.207,6.253,0.272,B
4,11,26,579.327,929.961,5083,112.143,24.463,5.379,0.234,B
4,11,27,575.754,927.281,5106,116.609,24.977,4.467,0.194,B
4,11,28,570.841,927.281,5129,121.523,23.319,4.913,0.214,B
4,11,29,566.374,927.281,5152,125.989,22.646,4.467,0.194,B
4,11,30,565.034,925.941,5175,127.884,23.953,1.895,0.082,B
4,11,31,561.46,921.474,5198,133.604,28.657,5.72,0.249,B
4,11,32,558.334,917.454,5221,138.697,33.147,5.093,0.221,B
4,11,33,555.654,912.541,5244,144.294,38.54,5.597,0.243,B
4,11,34,554.314,906.734,5267,150.253,44.498,5.959,0.259,B
4,11,35,548.954,901.821,5290,157.524,50.726,7.271,0.316,B
4,11,36,544.487,898.247,5313,163.245,55.624,5.72,0.249,B
4,11,37,539.574,893.334,5336,170.193,62.071,6.949,0.302,B
4,11,38,536.894,891.101,5359,173.682,65.228,3.489,0.152,B
4,11,39,540.02,897.801,5382,181.075,57.835,7.394,0.321,B
4,11,40,540.467,901.374,5405,184.676,54.435,3.601,0.157,B
4,11,41,538.68,902.267,5428,186.674,54.485,1.998,0.087,B
4,11,42,539.127,895.567,5451,193.389,60.235,6.715,0.292,B
4,12,1,598.813,968.821,4324,0,0,NA,NA,B
4,12,2,600.823,972.841,4347,4.495,4.495,4.495,0.195,B
4,12,3,593.956,986.911,4370,20.151,18.731,15.657,0.681,B
4,12,4,591.611,992.271,4393,26.002,24.531,5.851,0.254,B
4,12,5,595.296,989.926,4416,30.369,21.396,4.368,0.19,B
4,12,6,595.296,988.921,4439,31.374,20.405,1.005,0.044,B
4,12,7,594.961,989.591,4462,32.124,21.124,0.749,0.033,B
4,12,8,597.976,992.606,4485,36.387,23.8,4.264,0.185,B
4,12,9,598.311,994.951,4508,38.756,26.135,2.369,0.103,B
4,12,10,598.646,998.636,4531,42.456,29.815,3.7,0.161,B
4,12,11,598.311,1000.311,4554,44.165,31.494,1.708,0.074,B
4,12,12,598.311,1000.311,4577,44.165,31.494,0,0,B
4,12,13,599.316,1001.651,4600,45.84,32.834,1.675,0.073,B
4,12,14,603.336,995.621,4623,53.087,27.179,7.247,0.315,B
4,12,15,605.346,986.911,4646,62.026,19.233,8.939,0.389,B
4,12,16,606.686,979.541,4669,69.517,13.3,7.491,0.326,B
4,12,17,605.011,973.176,4692,76.098,7.575,6.582,0.286,B
4,12,18,604.006,967.146,4715,82.211,5.456,6.113,0.266,B
4,12,19,605.681,964.131,4738,85.66,8.316,3.449,0.15,B
4,12,20,605.681,968.151,4761,89.68,6.9,4.02,0.175,B
4,12,21,605.681,972.841,4784,94.37,7.958,4.69,0.204,B
4,12,22,601.996,977.196,4807,100.075,8.959,5.705,0.248,B
4,12,23,600.991,980.211,4830,103.253,11.596,3.178,0.138,B
4,12,24,599.986,986.576,4853,109.697,17.794,6.444,0.28,B
4,12,25,596.636,988.921,4876,113.786,20.218,4.089,0.178,B
4,12,26,590.941,991.936,4899,120.23,24.419,6.444,0.28,B
4,12,27,588.596,992.606,4922,122.669,25.887,2.439,0.106,B
4,12,28,583.571,992.606,4945,127.694,28.25,5.025,0.218,B
4,12,29,583.571,992.606,4968,127.694,28.25,0,0,B
4,12,30,579.886,987.246,4991,134.199,26.415,6.505,0.283,B
4,12,31,576.201,977.531,5014,144.589,24.232,10.39,0.452,B
4,12,32,574.861,971.501,5037,150.766,24.102,6.177,0.269,B
4,12,33,574.191,965.806,5060,156.5,24.806,5.734,0.249,B
4,12,34,575.866,962.791,5083,159.95,23.727,3.449,0.15,B
4,12,35,566.82,956.426,5106,171.01,34.31,11.06,0.481,B
4,12,36,556.77,950.396,5129,182.73,45.903,11.72,0.51,B
4,12,37,565.145,952.741,5152,191.427,37.31,8.697,0.378,B
4,12,38,558.11,951.736,5175,198.533,44.143,7.106,0.309,B
4,12,39,556.435,947.046,5198,203.513,47.645,4.98,0.217,B
4,12,40,554.09,944.366,5221,207.075,50.972,3.561,0.155,B
4,12,41,545.715,935.991,5244,218.919,62.427,11.844,0.515,B
4,12,42,532.427,926.834,5267,235.056,78.549,16.138,0.702,B
4,12,43,529.747,918.347,5290,243.956,85.543,8.9,0.387,B
4,12,44,528.854,914.327,5313,248.074,88.678,4.118,0.179,B
4,12,45,525.727,912.541,5336,251.675,92.244,3.601,0.157,B
4,12,46,520.814,905.394,5359,260.348,100.533,8.673,0.377,B
4,12,47,519.027,902.714,5382,263.569,103.614,3.221,0.14,B
4,12,48,516.794,893.781,5405,272.777,111.167,9.208,0.4,B
4,12,49,513.667,882.614,5428,284.373,121.167,11.596,0.504,B
4,12,50,523.047,876.361,5451,295.647,119.538,11.273,0.49,B
4,13,1,581.896,958.101,4324,0,0,NA,NA,B
4,13,2,573.967,953.411,4347,9.212,9.212,9.212,0.401,B
4,13,4,573.186,962.791,4370,18.624,9.892,9.413,0.409,B
4,13,5,573.856,968.151,4393,24.026,12.87,5.402,0.235,B
4,13,6,577.206,970.496,4416,28.115,13.253,4.089,0.178,B
4,13,7,581.226,964.466,4439,35.362,6.4,7.247,0.315,B
4,13,8,584.576,962.456,4462,39.269,5.114,3.907,0.17,B
4,13,9,584.576,962.456,4485,39.269,5.114,0,0,B
4,13,10,585.581,961.786,4508,40.477,5.211,1.208,0.053,B
4,13,11,580.556,967.481,4531,48.072,9.475,7.595,0.33,B
4,13,12,584.241,969.826,4554,52.44,11.957,4.368,0.19,B
4,13,13,583.906,972.171,4577,54.809,14.213,2.369,0.103,B
4,13,14,583.236,976.526,4600,59.215,18.474,4.406,0.192,B
4,13,15,580.556,980.881,4623,64.328,22.819,5.114,0.222,B
4,13,16,587.256,983.561,4646,71.544,26.018,7.216,0.314,B
4,13,17,587.256,989.256,4669,77.239,31.613,5.695,0.248,B
4,13,18,592.951,996.291,4692,86.291,39.758,9.051,0.394,B
4,13,19,603.671,1003.661,4715,99.3,50.496,13.009,0.566,B
4,13,22,615.061,1008.016,4738,111.494,59.929,12.194,0.53,B
4,13,23,610.147,1005.448,4761,117.038,55.135,5.544,0.241,B
4,13,24,611.487,1006.341,4784,118.649,56.593,1.61,0.07,B
4,13,25,611.934,1009.468,4807,121.807,59.505,3.158,0.137,B
4,13,26,611.934,1009.468,4830,121.807,59.505,0,0,B
