LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone
1,1,1,743.701,684.741,0,0,0,NA,NA,A
1,1,2,745.041,686.081,23,1.895,1.895,1.895,0.082,A
1,1,3,745.041,686.081,46,1.895,1.895,0,0,A
1,1,4,735.661,692.781,69,13.422,11.37,11.527,0.501,A
1,1,5,737.001,686.081,92,20.255,6.833,6.833,0.297,A
1,1,6,737.001,678.041,115,28.295,9.475,8.04,0.35,A
1,1,7,743.701,665.981,138,42.091,18.76,13.796,0.6,A
1,1,8,737.001,679.381,161,57.073,8.58,14.982,0.651,A
1,1,9,742.361,686.081,184,65.653,1.895,8.58,0.373,A
1,1,10,746.381,679.381,207,73.466,5.993,7.813,0.34,A
1,1,11,739.011,679.827,230,80.85,6.792,7.384,0.321,A
1,2,1,738.564,668.437,253,0,0,NA,NA,A
1,2,2,738.564,669.331,276,0.893,0.893,0.893,0.039,A
1,2,3,738.564,654.367,299,15.857,14.07,14.963,0.651,A
1,2,4,740.797,641.637,322,28.781,26.893,12.924,0.562,A
1,2,5,744.147,633.597,345,37.491,35.285,8.71,0.379,A
1,2,6,747.051,623.324,368,48.167,45.905,10.676,0.464,A
1,2,7,742.584,611.934,391,60.401,56.646,12.235,0.532,A
1,2,8,740.127,602.331,414,70.314,66.125,9.913,0.431,A
1,2,9,735.661,594.626,437,79.22,73.869,8.906,0.387,A
1,2,10,729.296,591.276,460,86.413,77.716,7.193,0.313,A
1,2,11,721.926,583.906,483,96.836,86.154,10.423,0.453,A
1,2,12,714.891,579.551,506,105.109,91.985,8.274,0.36,A
1,2,13,708.191,569.836,529,116.911,103.174,11.801,0.513,A
1,2,14,702.496,564.475,552,124.731,110.041,7.821,0.34,A
1,2,15,697.806,560.79,575,130.696,115.105,5.965,0.259,A
1,2,16,711.541,565.815,598,145.321,106.12,14.625,0.636,A
1,2,17,712.211,558.78,621,152.388,112.779,7.067,0.307,A
1,2,18,690.436,551.075,644,175.486,126.847,23.098,1.004,A
1,2,19,678.376,534.325,667,196.126,146.999,20.64,0.897,A
1,2,20,671.341,523.605,690,208.948,159.672,12.822,0.557,A
1,2,21,662.296,516.235,713,220.616,170.242,11.667,0.507,A
1,2,22,658.276,509.87,736,228.144,177.735,7.528,0.327,A
1,2,23,649.231,502.5,759,239.811,188.456,11.667,0.507,A
1,2,24,632.481,491.78,782,259.698,206.061,19.887,0.865,A
1,2,25,625.111,486.755,805,268.618,214.196,8.92,0.388,A
1,2,26,612.716,483.07,828,281.549,224.051,12.931,0.562,A
1,2,27,605.681,475.7,851,291.738,234.106,10.189,0.443,A
1,2,28,590.941,471.68,874,307.016,245.98,15.278,0.664,A
1,2,29,577.987,468.554,897,320.342,256.395,13.325,0.579,A
1,2,30,573.967,460.96,920,328.934,264.837,8.592,0.374,A
1,2,31,576.647,450.687,943,339.551,271.353,10.617,0.462,A
1,2,32,574.414,447.56,966,343.393,275.194,3.842,0.167,A
1,2,33,573.521,442.647,989,348.387,279.679,4.994,0.217,A
1,2,34,581.114,434.607,1012,359.446,281.899,11.059,0.481,A
1,2,35,587.814,432.374,1035,366.508,280.092,7.062,0.307,A
1,2,36,583.794,426.567,1058,373.571,287.15,7.062,0.307,A
1,2,37,584.687,416.74,1081,383.438,295.007,9.867,0.429,A
1,2,38,593.621,414.06,1104,392.765,292.773,9.327,0.406,A
1,2,39,601.214,411.827,1127,400.68,291.056,7.915,0.344,A
1,2,40,611.934,411.827,1150,411.4,286.154,10.72,0.466,A
1,2,41,620.421,411.827,1173,419.886,282.501,8.487,0.369,A
1,2,42,619.081,409.147,1196,422.883,285.496,2.996,0.13,A
1,2,43,620.867,409.147,1219,424.669,284.752,1.787,0.078,A
1,2,44,630.694,411.38,1242,434.747,278.773,10.077,0.438,A
1,2,45,633.821,413.614,1265,438.589,275.511,3.842,0.167,A
1,2,46,642.754,414.954,1288,447.622,270.986,9.033,0.393,A
1,2,47,648.561,418.527,1311,454.44,265.623,6.818,0.296,A
1,2,48,653.921,426.567,1334,464.103,256.253,9.663,0.42,A
1,2,49,659.281,429.694,1357,470.309,251.564,6.205,0.27,A
1,2,50,660.174,434.607,1380,475.302,246.62,4.994,0.217,A
1,2,51,663.747,433.714,1403,478.986,246.359,3.683,0.16,A
1,2,52,665.981,429.247,1426,483.98,249.961,4.994,0.217,A
1,2,53,670.894,437.287,1449,493.402,240.852,9.422,0.41,A
1,2,54,667.321,439.074,1472,497.397,240.173,3.995,0.174,A
1,2,55,668.661,441.754,1495,500.394,237.217,2.996,0.13,A
1,2,56,671.341,447.114,1518,506.386,231.307,5.993,0.261,A
1,2,57,675.807,452.474,1541,513.363,224.897,6.977,0.303,A
1,2,58,681.167,458.727,1564,521.599,217.423,8.236,0.358,A
1,2,59,682.954,463.64,1587,526.828,212.213,5.228,0.227,A
1,2,60,696.354,481.507,1610,549.161,191.637,22.333,0.971,A
1,2,61,699.927,491.78,1633,560.038,180.833,10.877,0.473,A
1,2,62,706.627,505.18,1656,575.02,166.351,14.982,0.651,A
1,2,63,704.171,507.86,1679,578.655,164.219,3.636,0.158,A
1,2,64,707.521,515.23,1702,586.751,156.32,8.096,0.352,A
1,2,65,711.541,529.3,1725,601.384,141.737,14.633,0.636,A
1,2,66,712.211,529.3,1748,602.054,141.611,0.67,0.029,A
1,2,67,714.891,530.64,1771,605.05,139.816,2.996,0.13,A
1,2,68,712.881,525.95,1794,610.153,144.783,5.103,0.222,A
1,2,69,703.501,531.98,1817,621.304,140.89,11.151,0.485,A
1,2,70,706.181,544.208,1840,633.822,128.381,12.518,0.544,A
1,3,1,707.856,533.99,1863,0,0,NA,NA,A
1,3,2,702.496,528.63,1886,7.58,7.58,7.58,0.33,A
1,3,3,706.851,520.088,1909,17.169,13.939,9.589,0.417,A
1,3,4,709.754,519.027,1932,20.26,15.083,3.091,0.134,A
1,3,5,709.754,519.474,1955,20.706,14.64,0.447,0.019,A
1,3,6,709.084,518.357,1978,22.009,15.682,1.302,0.057,A
1,3,7,707.967,502.5,2001,37.905,31.49,15.896,0.691,A
1,3,8,708.861,473.244,2024,67.175,60.755,29.27,1.273,A
1,3,9,707.967,451.58,2047,88.857,82.41,21.682,0.943,A
1,3,10,709.754,426.567,2070,113.934,107.44,25.077,1.09,A
1,3,11,708.861,414.06,2093,126.472,119.934,12.539,0.545,A
1,3,12,715.114,403.34,2116,138.883,130.852,12.411,0.54,A
1,3,13,708.861,388.154,2139,155.307,145.84,16.424,0.714,A
1,3,14,703.501,387.26,2162,160.741,146.795,5.434,0.236,A
1,3,15,705.287,387.26,2185,162.527,146.753,1.787,0.078,A
1,3,16,681.167,381.007,2208,187.445,155.294,24.917,1.083,A
1,3,17,675.807,375.647,2231,195.025,161.554,7.58,0.33,A
1,3,18,650.794,376.54,2254,220.054,167.471,25.029,1.088,A
1,3,19,640.967,381.9,2277,231.248,166.149,11.193,0.487,A
1,3,20,631.141,385.474,2300,241.704,167.16,10.456,0.455,A
1,3,21,618.634,398.874,2323,260.034,161.917,18.33,0.797,A
1,3,22,612.827,405.574,2346,268.9,159.754,8.866,0.385,A
1,3,23,606.127,407.807,2369,275.962,162.083,7.062,0.307,A
1,3,24,597.641,419.867,2392,290.709,158.655,14.747,0.641,A
1,3,25,592.727,425.674,2415,298.315,158.073,7.606,0.331,A
1,3,26,582.007,435.054,2438,312.56,160.082,14.244,0.619,A
1,3,27,573.521,450.687,2461,330.348,158.068,17.788,0.773,A
1,3,28,560.12,456.94,2484,345.135,166.62,14.787,0.643,A
1,3,29,542.254,464.98,2507,364.728,179.406,19.592,0.852,A
1,3,30,532.874,473.02,2530,377.082,185.3,12.354,0.537,A
1,3,31,528.854,476.147,2553,382.175,188.116,5.093,0.221,A
1,3,32,534.66,481.06,2576,389.781,181.103,7.606,0.331,A
1,3,33,536,485.974,2599,394.874,178.437,5.093,0.221,A
1,3,34,536.447,487.76,2622,396.716,177.533,1.842,0.08,A
1,3,35,536,479.274,2645,405.214,180.356,8.498,0.369,A
1,3,36,524.387,470.34,2668,419.866,194.196,14.652,0.637,A
1,3,37,515.007,458.727,2691,434.794,207.015,14.928,0.649,A
1,3,38,510.094,454.26,2714,441.434,213.229,6.64,0.289,A
1,3,39,499.374,451.134,2737,452.601,224.343,11.167,0.486,A
1,3,40,495.354,444.434,2760,460.415,230.602,7.813,0.34,A
1,3,41,493.12,440.414,2783,465.013,234.239,4.599,0.2,A
1,3,42,489.1,433.714,2806,472.827,240.643,7.813,0.34,A
1,3,43,481.507,427.46,2829,482.664,250.165,9.837,0.428,A
1,3,44,478.827,421.654,2852,489.059,255.095,6.395,0.278,A
1,3,45,473.02,413.614,2875,498.976,263.89,9.918,0.431,A
1,3,46,464.087,404.68,2898,511.61,275.942,12.634,0.549,A
1,3,47,460.514,395.3,2921,521.648,283.572,10.038,0.436,A
1,3,48,457.834,389.494,2944,528.043,288.774,6.395,0.278,A
1,3,49,448.9,381.23,2967,540.212,300.655,12.169,0.529,A
1,3,50,438.85,376.54,2990,551.303,311.696,11.09,0.482,A
1,3,51,443.54,371.18,3013,558.425,310.435,7.122,0.31,A
1,3,52,438.85,357.78,3036,572.622,321.58,14.197,0.617,A
1,3,53,434.16,359.12,3059,577.5,324.79,4.878,0.212,A
1,3,54,433.49,355.77,3082,580.916,327.168,3.416,0.149,A
1,3,55,434.83,349.07,3105,587.749,329.755,6.833,0.297,A
1,3,56,434.83,349.07,3128,587.749,329.755,0,0,A
1,3,57,447.56,348.4,3151,600.496,319.683,12.748,0.554,A
1,3,58,442.2,350.41,3174,606.221,322.915,5.724,0.249,A
1,3,59,443.54,351.75,3197,608.116,321.051,1.895,0.082,A
1,3,60,446.22,354.43,3220,611.906,317.325,3.79,0.165,A
1,3,61,432.15,355.1,3243,625.992,328.656,14.086,0.612,A
1,3,62,433.49,368.5,3266,639.459,320.411,13.467,0.586,A
1,3,63,433.49,363.81,3289,644.149,322.858,4.69,0.204,A
1,3,64,433.49,364.48,3312,644.819,322.506,0.67,0.029,A
1,3,65,425.45,358.45,3335,654.869,332.516,10.05,0.437,A
1,3,66,423.44,355.77,3358,658.219,335.64,3.35,0.146,A
1,3,67,421.43,357.78,3381,661.061,336.288,2.843,0.124,A
1,3,68,418.75,356.44,3404,664.058,339.273,2.996,0.13,A
1,3,69,415.4,349.07,3427,672.153,346.014,8.096,0.352,A
1,3,70,411.38,344.38,3450,678.33,351.923,6.177,0.269,A
1,3,71,414.06,343.71,3473,681.093,350.032,2.762,0.12,A
1,3,72,414.73,352.42,3496,689.829,344.804,8.736,0.38,A
1,3,73,420.76,357.11,3519,697.468,337.21,7.639,0.332,A
1,3,74,424.11,361.13,3542,702.701,332.253,5.233,0.228,A
1,3,75,417.299,355.324,3565,711.651,341.094,8.951,0.389,A
1,4,1,414.284,352.867,3588,0,0,NA,NA,A
1,4,2,409.147,350.522,3611,5.647,5.647,5.647,0.246,A
1,4,3,412.05,347.73,3634,9.674,5.601,4.028,0.175,A
1,4,4,406.02,349.74,3657,16.031,8.835,6.356,0.276,A
1,4,5,407.36,351.75,3680,18.446,7.013,2.416,0.105,A
1,4,6,397.31,347.06,3703,29.537,17.939,11.09,0.482,A
1,4,7,397.31,347.06,3726,29.537,17.939,0,0,A
1,4,8,397.31,347.06,3749,29.537,17.939,0,0,A
1,4,9,447.56,359.79,3772,81.374,33.989,51.837,2.254,A
1,4,10,452.25,363.81,3795,87.551,39.512,6.177,0.269,A
1,4,11,453.59,364.48,3818,89.049,40.986,1.498,0.065,A
1,4,12,461.63,367.16,3841,97.524,49.457,8.475,0.368,A
1,4,13,470.34,371.85,3864,107.417,59.184,9.892,0.43,A
1,4,14,481.73,371.85,3887,118.807,70.067,11.39,0.495,A
1,4,15,495.13,380.56,3910,134.789,85.458,15.982,0.695,A
1,4,16,500.49,382.57,3933,140.513,91.181,5.724,0.249,A
1,4,17,507.86,385.25,3956,148.355,99.022,7.842,0.341,A
1,4,18,513.22,385.25,3979,153.715,104.102,5.36,0.233,A
1,4,19,515.9,387.93,4002,157.506,107.496,3.79,0.165,A
1,4,20,509.2,385.25,4025,164.722,100.289,7.216,0.314,A
1,4,21,501.83,384.58,4048,172.122,93.114,7.4,0.322,A
1,4,22,502.5,383.24,4071,173.62,93.299,1.498,0.065,A
1,4,23,529.97,385.25,4094,201.164,120.134,27.543,1.198,A
1,4,24,549.4,397.31,4117,224.032,142.238,22.869,0.994,A
1,4,25,564.81,425.45,4140,256.115,167.113,32.083,1.395,A
1,4,26,573.521,444.88,4163,277.408,183.91,21.293,0.926,A
1,4,27,572.851,444.21,4186,278.356,182.995,0.948,0.041,A
1,4,28,574.191,449.57,4209,283.881,186.874,5.525,0.24,A
1,4,29,574.861,444.88,4232,288.618,185.071,4.738,0.206,A
1,4,30,563.47,445.55,4255,300.028,175.633,11.41,0.496,A
1,4,31,559.45,446.22,4278,304.104,172.593,4.075,0.177,A
1,4,32,549.4,441.53,4301,315.194,161.61,11.09,0.482,A
1,4,33,547.39,436.84,4324,320.297,157.382,5.103,0.222,A
1,4,34,555.43,437.51,4347,328.365,164.581,8.068,0.351,A
1,4,35,560.79,431.48,4370,336.432,166.266,8.068,0.351,A
1,4,36,570.171,431.48,4393,345.812,174.587,9.38,0.408,A
1,4,37,580.221,426.567,4416,356.999,181.567,11.187,0.486,A
1,4,38,593.621,424.78,4439,370.518,193.218,13.519,0.588,A
1,4,39,607.021,422.994,4462,384.036,205.098,13.519,0.588,A
1,4,40,615.954,416.294,4485,395.203,211.409,11.167,0.486,A
1,4,41,628.461,402,4508,414.196,219.74,18.993,0.826,A
1,4,42,642.307,397.98,4531,428.614,232.443,14.418,0.627,A
1,4,43,648.561,387.93,4554,440.451,236.886,11.837,0.515,A
1,4,44,657.271,387.93,4577,449.161,245.504,8.71,0.379,A
1,4,45,670.671,379.22,4600,465.143,257.738,15.982,0.695,A
1,4,46,678.711,372.52,4623,475.608,265.156,10.466,0.455,A
1,4,47,680.721,368.5,4646,480.103,266.895,4.495,0.195,A
1,4,48,678.711,369.84,4669,482.519,264.971,2.416,0.105,A
1,4,49,686.751,363.14,4692,492.984,272.661,10.466,0.455,A
1,4,50,682.731,362.47,4715,497.06,268.619,4.075,0.177,A
1,4,51,675.361,362.47,4738,504.43,261.253,7.37,0.32,A
1,4,52,688.091,362.47,4761,517.16,273.975,12.73,0.553,A
1,4,53,696.131,355.77,4784,527.626,281.862,10.466,0.455,A
1,4,54,701.491,353.09,4807,533.618,287.207,5.993,0.261,A
1,4,55,704.171,351.08,4830,536.968,289.892,3.35,0.146,A
1,4,56,714.221,347.06,4853,547.793,299.993,10.824,0.471,A
1,4,57,706.181,349.74,4876,556.267,291.914,8.475,0.368,A
1,4,58,698.141,358.674,4899,568.286,283.916,12.019,0.523,A
1,4,59,695.461,360.46,4922,571.507,281.279,3.221,0.14,A
1,4,60,698.141,360.46,4945,574.187,283.958,2.68,0.117,A
1,4,61,698.141,358.674,4968,575.974,283.916,1.787,0.078,A
1,4,62,698.141,358.674,4991,575.974,283.916,0,0,A
1,4,63,698.141,358.674,5014,575.974,283.916,0,0,A
1,4,64,701.714,355.994,5037,580.44,287.447,4.467,0.194,A
1,4,65,704.394,354.207,5060,583.661,290.113,3.221,0.14,A
1,4,66,704.394,354.207,5083,583.661,290.113,0,0,A
1,4,67,678.487,378.327,5106,619.058,265.427,35.397,1.539,A
1,4,68,664.194,391.727,5129,638.65,252.913,19.592,0.852,A
1,4,69,643.647,406.02,5152,663.68,235.442,25.029,1.088,A
1,4,70,623.101,420.314,5175,688.709,219.439,25.029,1.088,A
1,4,71,612.381,428.354,5198,702.109,211.992,13.4,0.583,A
1,4,72,589.154,437.287,5221,726.994,194.181,24.885,1.082,A
1,4,73,578.434,450.687,5244,744.155,191.086,17.16,0.746,A
1,4,74,566.82,448.9,5267,755.905,180.25,11.75,0.511,A
1,4,75,563.247,452.474,5290,760.958,179.197,5.053,0.22,A
1,4,76,553.42,457.834,5313,772.152,174.29,11.193,0.487,A
1,4,77,551.634,456.94,5336,774.149,172.326,1.998,0.087,A
1,4,78,547.167,463.194,5359,781.834,172.714,7.685,0.334,A
1,4,79,547.167,456.94,5382,788.087,168.788,6.253,0.272,A
1,4,80,547.167,454.26,5405,790.767,167.149,2.68,0.117,A
1,4,81,540.914,457.834,5428,797.97,164.479,7.202,0.313,A
1,4,82,544.487,457.834,5451,801.543,167.245,3.573,0.155,A
1,4,83,540.02,460.514,5474,806.752,165.522,5.209,0.226,A
1,4,84,531.087,460.514,5497,815.685,158.842,8.933,0.388,A
1,4,85,524.834,462.3,5520,822.189,155.554,6.504,0.283,A
1,4,86,516.794,467.66,5543,831.852,153.902,9.663,0.42,A
1,4,87,509.647,470.34,5566,839.484,151.308,7.633,0.332,A
1,4,88,515.9,464.98,5589,847.721,151.312,8.236,0.358,A
1,4,89,515.9,464.534,5612,848.167,150.982,0.447,0.019,A
1,4,90,506.074,466.32,5635,858.155,145.935,9.988,0.434,A
1,4,91,506.074,465.874,5658,858.602,145.588,0.447,0.019,A
1,4,92,506.967,465.874,5681,859.495,146.153,0.893,0.039,A
1,4,93,501.607,467.66,5704,865.145,144.232,5.65,0.246,A
1,4,94,496.247,469,5727,870.67,142.144,5.525,0.24,A
1,4,95,494.014,470.34,5750,873.274,141.975,2.604,0.113,A
1,4,96,485.974,471.234,5773,881.364,138.384,8.089,0.352,A
1,4,97,479.274,472.574,5796,888.197,136.211,6.833,0.297,A
1,4,98,476.594,470.34,5819,891.685,132.976,3.489,0.152,A
1,4,99,477.934,468.554,5842,893.919,132.041,2.233,0.097,A
1,4,100,477.487,473.467,5865,898.852,136.158,4.934,0.215,A
1,4,101,477.487,474.36,5888,899.745,136.95,0.893,0.039,A
1,4,102,469.894,475.7,5911,907.456,134.835,7.711,0.335,A
1,4,103,460.96,476.147,5934,916.401,131.821,8.945,0.389,A
1,4,104,451.58,477.934,5957,925.949,130.51,9.549,0.415,A
1,4,105,440.86,479.72,5980,936.817,129.608,10.868,0.473,A
1,4,106,440.86,479.72,6003,936.817,129.608,0,0,A
1,4,107,441.754,478.827,6026,938.081,128.921,1.263,0.055,A
1,4,108,439.52,480.167,6049,940.685,129.778,2.604,0.113,A
1,4,110,460.96,473.02,6072,963.285,128.901,22.6,0.983,A
1,5,1,425.283,362.47,3588,0,0,NA,NA,A
1,5,2,427.963,356.608,3611,6.446,6.446,6.446,0.28,A
1,5,3,429.303,358.45,3634,8.724,5.685,2.278,0.099,A
1,5,4,430.81,357.613,3657,10.449,7.359,1.725,0.075,A
1,5,5,436.84,357.78,3680,16.481,12.473,6.032,0.262,A
1,5,6,449.235,360.795,3703,29.238,24.011,12.756,0.555,A
1,5,7,454.26,364.815,3726,35.673,29.072,6.435,0.28,A
1,5,8,466.655,368.5,3749,48.604,41.81,12.931,0.562,A
1,5,9,484.41,375.535,3772,67.702,60.554,19.098,0.83,A
1,5,10,491.445,378.885,3795,75.494,68.168,7.792,0.339,A
1,5,11,502.5,381.23,3818,86.795,79.464,11.301,0.491,A
1,5,12,510.205,383.575,3841,94.849,87.506,8.054,0.35,A
1,5,13,516.794,384.134,3864,101.461,94.04,6.612,0.287,A
1,5,14,517.24,388.154,3887,105.505,95.477,4.045,0.176,A
1,5,15,529.3,385.027,3910,117.964,106.435,12.459,0.542,A
1,5,16,539.127,384.134,3933,127.831,115.887,9.867,0.429,A
1,5,17,542.7,386.367,3956,132.045,119.825,4.214,0.183,A
1,5,18,544.487,384.134,3979,134.905,121.157,2.86,0.124,A
1,5,19,544.487,382.347,4002,136.692,120.85,1.787,0.078,A
1,5,20,544.04,377.434,4025,141.626,119.697,4.934,0.215,A
1,5,21,545.38,380.114,4048,144.622,121.387,2.996,0.13,A
1,5,22,543.594,379.667,4071,146.463,119.554,1.842,0.08,A
1,5,23,548.507,374.307,4094,153.735,123.791,7.271,0.316,A
1,5,24,550.74,368.947,4117,159.541,125.625,5.807,0.252,A
1,5,26,557.44,368.054,4163,166.301,132.276,6.759,0.147,A
1,5,27,551.634,373.86,4186,174.513,126.863,8.212,0.357,A
1,5,28,554.76,384.134,4209,185.251,131.277,10.739,0.467,A
1,5,29,556.1,389.494,4232,190.776,133.58,5.525,0.24,A
1,5,30,556.547,395.747,4255,197.045,135.417,6.269,0.273,A
1,5,31,560.567,414.954,4278,216.668,145.108,19.623,0.853,A
1,5,32,566.15,434.83,4301,237.314,158.366,20.646,0.898,A
1,5,33,575.531,440.86,4324,248.465,169.468,11.151,0.485,A
1,5,34,583.571,443.54,4347,256.94,177.841,8.475,0.368,A
1,5,35,588.261,436.84,4370,265.119,179.144,8.178,0.356,A
1,5,36,600.321,428.8,4393,279.613,187.184,14.494,0.63,A
1,5,37,617.071,423.44,4416,297.2,201.246,17.587,0.765,A
1,5,38,614.391,421.43,4439,300.55,198.086,3.35,0.146,A
1,5,39,613.721,420.76,4462,301.497,197.247,0.948,0.041,A
1,5,40,630.471,412.05,4485,320.376,211.093,18.879,0.821,A
1,5,41,635.831,405.35,4508,328.957,214.87,8.58,0.373,A
1,5,42,633.821,406.02,4531,331.075,213.037,2.119,0.092,A
1,5,43,645.211,397.31,4554,345.414,222.67,14.339,0.623,A
1,5,44,645.211,397.31,4577,345.414,222.67,0,0,A
1,5,45,629.801,399.99,4600,361.055,207.931,15.641,0.68,A
1,5,46,615.731,406.69,4623,376.639,195.514,15.584,0.678,A
1,5,47,609.701,412.05,4646,384.707,190.966,8.068,0.351,A
1,5,48,600.991,417.41,4669,394.934,184.097,10.227,0.445,A
1,5,49,613.051,414.06,4692,407.451,194.726,12.517,0.544,A
1,5,50,627.121,404.01,4715,424.741,206.068,17.291,0.752,A
1,5,51,629.131,404.01,4738,426.751,208.037,2.01,0.087,A
1,5,52,629.801,410.04,4761,432.819,209.977,6.067,0.264,A
1,5,53,622.431,414.06,4784,441.214,203.786,8.395,0.365,A
1,5,54,609.701,420.09,4807,455.3,193.21,14.086,0.612,A
1,5,55,598.981,430.14,4830,469.994,186.414,14.694,0.639,A
1,5,56,591.611,432.15,4853,477.633,180.334,7.639,0.332,A
1,5,57,586.251,438.18,4876,485.701,177.884,8.068,0.351,A
1,5,58,576.201,440.19,4899,495.95,169.754,10.249,0.446,A
1,5,59,568.831,448.9,4922,507.36,167.559,11.41,0.496,A
1,5,60,560.12,458.28,4945,520.16,165.411,12.8,0.557,A
1,5,61,551.41,460.96,4968,529.273,160.026,9.113,0.396,A
1,5,62,548.73,459.62,4991,532.269,157.091,2.996,0.13,A
1,5,63,542.03,460.29,5014,539.003,152.311,6.733,0.293,A
1,5,64,540.02,464.98,5037,544.105,153.86,5.103,0.222,A
1,5,65,529.97,466.32,5060,554.244,147.46,10.139,0.441,A
1,5,66,519.92,460.96,5083,565.634,136.589,11.39,0.495,A
1,5,67,513.89,460.96,5106,571.664,132.482,6.03,0.262,A
1,5,68,499.82,454.93,5129,586.972,118.763,15.308,0.666,A
1,5,69,488.43,449.57,5152,599.56,107.583,12.588,0.547,A
1,5,70,476.37,447.56,5175,611.787,99.248,12.226,0.532,A
1,5,71,466.32,446.89,5198,621.859,93.866,10.072,0.438,A
1,5,72,458.28,444.21,5221,630.334,88.149,8.475,0.368,A
1,5,73,452.25,444.88,5244,636.401,86.71,6.067,0.264,A
1,5,74,444.21,448.23,5267,645.111,87.824,8.71,0.379,A
1,5,75,434.16,448.23,5290,655.161,86.218,10.05,0.437,A
1,5,76,425.45,446.89,5313,663.973,84.42,8.812,0.383,A
1,5,77,420.76,446.22,5336,668.711,83.872,4.738,0.206,A
1,5,78,415.4,446.89,5359,674.113,84.997,5.402,0.235,A
1,5,79,411.38,448.23,5382,678.35,86.88,4.237,0.184,A
1,5,80,400.66,448.9,5405,689.091,89.869,10.741,0.467,A
1,5,81,391.95,448.9,5428,697.801,92.635,8.71,0.379,A
1,5,82,402.67,447.56,5451,708.605,88.043,10.803,0.47,A
1,5,83,402.67,447.56,5474,708.605,88.043,0,0,A
1,5,84,402.67,447.56,5497,708.605,88.043,0,0,A
1,5,85,412.05,445.55,5520,718.197,84.127,9.593,0.417,A
1,5,86,412.05,445.55,5543,718.197,84.127,0,0,A
1,5,87,410.71,445.55,5566,719.537,84.348,1.34,0.058,A
1,5,88,410.71,445.55,5589,719.537,84.348,0,0,A
1,5,89,410.71,445.55,5612,719.537,84.348,0,0,A
1,5,90,410.71,445.55,5635,719.537,84.348,0,0,A
1,5,91,410.71,445.55,5658,719.537,84.348,0,0,A
1,5,92,410.71,445.55,5681,719.537,84.348,0,0,A
1,5,93,389.27,445.55,5704,740.978,90.549,21.44,0.932,A
1,5,94,379.89,447.56,5727,750.57,96.441,9.593,0.417,A
1,5,95,374.53,448.9,5750,756.095,100.23,5.525,0.24,A
1,5,96,379.22,450.24,5773,760.973,99.123,4.878,0.212,A
1,5,97,392.62,450.24,5796,774.373,93.651,13.4,0.583,A
1,5,98,392.62,450.24,5819,774.373,93.651,0,0,A
1,5,99,401.33,450.24,5842,783.083,90.98,8.71,0.379,A
1,5,100,403.34,449.57,5865,785.202,89.821,2.119,0.092,A
1,5,101,429.47,444.88,5888,811.749,82.516,26.548,1.154,A
1,5,102,438.85,444.88,5911,821.129,83.519,9.38,0.408,A
1,5,103,433.49,446.22,5934,826.654,84.151,5.525,0.24,A
1,5,104,431.48,444.88,5957,829.07,82.643,2.416,0.105,A
1,5,105,431.48,444.88,5980,829.07,82.643,0,0,A
1,5,106,433.49,444.88,6003,831.08,82.818,2.01,0.087,A
1,5,107,446.89,444.88,6026,844.48,85.196,13.4,0.583,A
1,5,108,466.32,439.52,6049,864.636,87.297,20.156,0.876,A
1,5,109,471.01,442.87,6072,870.399,92.494,5.764,0.251,A
1,7,5,706.851,550.07,1863,0,0,NA,NA,A
1,7,6,696.131,550.07,1886,10.72,10.72,10.72,0.466,A
1,7,7,701.491,555.43,1909,18.3,7.58,7.58,0.33,A
1,7,8,705.511,552.75,1932,23.132,2.996,4.831,0.21,A
1,7,9,716.901,552.75,1955,34.522,10.401,11.39,0.495,A
1,7,10,724.941,572.851,1978,56.17,29.089,21.648,0.941,A
1,7,11,737.001,588.261,2001,75.738,48.657,19.568,0.851,A
1,7,12,747.051,597.641,2024,89.485,62.281,13.747,0.598,A
1,7,13,759.111,602.331,2047,102.425,73.907,12.94,0.563,A
1,7,14,769.161,605.011,2070,112.827,83.072,10.401,0.452,A
1,7,15,773.851,606.351,2093,117.704,87.501,4.878,0.212,A
1,7,16,780.551,606.351,2116,124.404,92.732,6.7,0.291,A
1,7,17,795.291,609.031,2139,139.386,106.292,14.982,0.651,A
1,7,18,811.371,613.051,2162,155.961,122.028,16.575,0.721,A
1,7,19,826.111,608.361,2185,171.429,132.743,15.468,0.673,A
1,7,20,848.891,611.041,2208,194.366,154.573,22.937,0.997,A
1,7,21,857.601,610.371,2231,203.102,162.363,8.736,0.38,A
1,7,22,864.301,611.711,2254,209.934,169.086,6.833,0.297,A
1,7,23,868.321,613.051,2277,214.172,173.318,4.237,0.184,A
1,7,24,869.661,614.391,2300,216.067,175.055,1.895,0.082,A
1,7,25,879.711,622.431,2323,228.937,187.394,12.87,0.56,A
1,7,26,881.721,629.131,2346,235.932,191.912,6.995,0.304,A
1,7,27,882.391,630.471,2369,237.43,193.076,1.498,0.065,A
1,7,28,873.011,621.761,2392,250.231,180.966,12.8,0.557,A
1,7,29,848.891,600.991,2415,282.061,150.892,31.83,1.384,A
1,7,30,826.111,586.921,2438,308.836,124.823,26.775,1.164,A
1,7,31,824.101,580.891,2461,315.192,121.233,6.356,0.276,A
1,7,32,816.731,574.861,2484,324.715,112.642,9.522,0.414,A
1,7,33,810.701,566.15,2507,335.308,105.088,10.594,0.461,A
1,7,34,810.701,562.8,2530,338.658,104.627,3.35,0.146,A
